type,cycle,value
F02,314,2.951951345
F02,314,2.951696269
F02,314,2.95035909
F02,314,2.952422841
F02,314,2.950527445
F02,314,2.949793243
F02,314,2.953401184
F02,314,2.951581828
F02,314,2.947727966
F02,314,2.949797821
F02,314,2.951625061
F02,314,2.954186503
F02,314,2.950193532
F02,314,2.949230703
F02,314,2.947984568
F02,314,2.949910736
F02,314,2.959457652
F02,314,2.955226898
F02,314,2.958808645
F02,314,2.95007782
F02,314,2.94504598
F02,314,2.95385259
F02,314,2.954277802
F02,314,2.949399058
F02,314,2.951696269
F02,314,2.946751149
F02,314,2.952101135
F02,314,2.951442719
F02,314,2.950994364
F02,314,2.947925822
F02,314,2.948964691
F02,314,2.953773753
F02,314,2.950849152
F02,314,2.947349294
F02,314,2.949961853
F02,314,2.953248088
F02,314,2.948901367
F02,314,2.951124318
F02,314,2.950575511
F02,314,2.95062027
F02,314,2.951451874
F02,314,2.949114736
F02,314,2.949245962
F02,314,2.950578562
F02,314,2.952367147
F02,314,2.951793671
F02,314,2.95058314
F02,314,2.949838003
F02,314,2.951147461
F02,314,2.950971222
F02,314,2.950829061
F02,314,2.951768748
F02,314,2.950221507
F02,314,2.952519989
F02,314,2.950388336
F02,314,2.950174967
F02,314,2.950549062
F02,314,2.948980204
F02,314,2.95017039
F02,314,2.951028442
F02,314,2.953356425
F02,314,2.950138092
F02,314,2.949165599
F02,314,2.949907684
F02,314,2.949575297
F02,314,2.946927389
F02,314,2.9524381
F02,314,2.956010691
F02,314,2.944113922
F02,314,2.946523794
F02,314,2.954421488
F02,314,2.953041077
F02,314,2.950621796
F02,314,2.950402323
F02,314,2.952609762
F02,314,2.952427419
F02,314,2.951878611
F02,314,2.951000468
F02,314,2.951062266
F02,314,2.950507355
F02,314,2.951144409
F02,314,2.951643626
F02,314,2.953347015
F02,314,2.951026917
F02,314,2.949975586
F02,314,2.949589284
F02,314,2.951427205
F02,314,2.949454753
F02,314,2.949320221
F02,314,2.953631592
F02,314,2.953733571
F02,315,2.952153778
F02,315,2.951028442
F02,315,2.951710002
F02,315,2.951464335
F02,315,2.951974487
F02,315,2.951230876
F02,315,2.950456492
F02,315,2.951478322
F02,315,2.951836904
F02,315,2.951111857
F02,315,2.95238088
F02,315,2.950767263
F02,315,2.951734924
F02,315,2.951544698
F02,315,2.952053324
F02,315,2.954640961
F02,315,2.952172343
F02,315,2.951428731
F02,315,2.952172343
F02,315,2.951643626
F02,315,2.949966431
F02,315,2.950665029
F02,315,2.951833852
F02,315,2.949306234
F02,315,2.947879537
F02,315,2.951014455
F02,315,2.951161448
F02,315,2.951224772
F02,315,2.952281952
F02,315,2.952189382
F02,315,2.952744293
F02,315,2.951479848
F02,315,2.951142883
F02,315,2.951176707
F02,315,2.952362315
F02,315,2.951799774
F02,315,2.950376129
F02,315,2.951374563
F02,315,2.952696228
F02,315,2.951039124
F02,315,2.950767263
F02,315,2.952696228
F02,315,2.952098083
F02,315,2.950389862
F02,315,2.947341665
F02,315,2.952081045
F02,315,2.951822917
F02,315,2.950150299
F02,315,2.951808929
F02,315,2.950150299
F02,315,2.9512942
F02,315,2.951509094
F02,315,2.950683594
F02,315,2.950213623
F02,315,2.949043528
F02,315,2.950343577
F02,315,2.950187429
F02,315,2.95119222
F02,315,2.950637309
F02,315,2.950263214
F02,315,2.951920319
F02,315,2.949950918
F02,315,2.949714406
F02,315,2.949612427
F02,315,2.949952443
F02,315,2.95247523
F02,315,2.949586233
F02,315,2.949161021
F02,315,2.949369812
F02,315,2.949493408
F02,315,2.95093867
F02,315,2.949964905
F02,315,2.950756327
F02,315,2.949997203
F02,315,2.948816427
F02,315,2.949021912
F02,315,2.953157043
F02,315,2.955882263
F02,315,2.944713593
F02,315,2.947571818
F02,315,2.954875946
F02,315,2.953101349
F02,315,2.949073029
F02,315,2.948386637
F02,315,2.953540293
F02,315,2.950552368
F02,315,2.947660065
F02,315,2.952043915
F02,315,2.952714793
F02,315,2.950052897
F02,315,2.950671387
F02,315,2.951153564
F02,315,2.950609589
F02,315,2.951382446
F02,315,2.950148773
F02,315,2.950202942
F02,315,2.950635783
F02,315,2.95107015
F02,315,2.951419576
F02,315,2.949555206
F02,315,2.9512942
F02,315,2.950607808
F02,315,2.950674438
F02,315,2.950266266
F02,315,2.950904592
F02,315,2.951560211
F02,315,2.95067749
F02,315,2.94962794
F02,315,2.951357524
F02,315,2.952081045
F02,315,2.950238546
F02,315,2.950895437
F02,315,2.95054601
F02,315,2.950875346
F02,315,2.950263214
F02,315,2.949643199
F02,315,2.950233714
F02,315,2.950549062
F02,315,2.950813548
F02,315,2.950485738
F02,315,2.950444031
F02,315,2.950872294
F02,315,2.949961853
F02,316,2.951223246
F02,316,2.952784475
F02,316,2.953140004
F02,316,2.952714793
F02,316,2.952676137
F02,316,2.950804138
F02,316,2.953362528
F02,316,2.954828135
F02,316,2.959975688
F02,316,2.955576324
F02,316,2.94209671
F02,316,2.949609375
F02,316,2.945437113
F02,316,2.950377655
F02,316,2.953227997
F02,316,2.95013326
F02,316,2.9519605
F02,316,2.951366933
F02,316,2.951430257
F02,316,2.953551229
F02,316,2.948839569
F02,316,2.946650696
F02,316,2.951331329
F02,316,2.950348155
F02,316,2.954240672
F02,316,2.956004333
F02,316,2.951218414
F02,316,2.95046107
F02,316,2.950363668
F02,316,2.949621582
F02,316,2.952972921
F02,316,2.952841695
F02,316,2.950558472
F02,316,2.946183777
F02,316,2.94574941
F02,316,2.952530924
F02,316,2.955347443
F02,316,2.955723063
F02,316,2.957061768
F02,316,2.957044729
F02,316,2.940416209
F02,316,2.947506968
F02,316,2.950111643
F02,316,2.947840881
F02,316,2.945634969
F02,316,2.948593648
F02,316,2.950733185
F02,316,2.956318156
F02,316,2.952895864
F02,316,2.950085449
F02,316,2.948831685
F02,316,2.948323059
F02,316,2.956782023
F02,316,2.957250214
F02,316,2.955019633
F02,316,2.950810496
F02,316,2.946486664
F02,316,2.949221293
F02,316,2.950436401
F02,316,2.945961253
F02,316,2.956400045
F02,316,2.954664103
F02,316,2.948929087
F02,316,2.949717458
F02,316,2.951461283
F02,316,2.951015981
F02,316,2.950978851
F02,316,2.948683421
F02,316,2.95035909
F02,316,2.946060181
F02,316,2.944995117
F02,316,2.942118327
F02,316,2.944820404
F02,316,2.954172516
F02,316,2.948910522
F02,316,2.948415883
F02,316,2.957683055
F02,316,2.954053497
F02,316,2.958740489
F02,316,2.954413859
F02,316,2.952784475
F02,316,2.952263387
F02,316,2.952461243
F02,316,2.954121653
F02,316,2.945588684
F02,316,2.952195485
F02,316,2.953266652
F02,316,2.943073527
F02,316,2.946581014
F02,316,2.948884328
F02,316,2.957293701
F02,316,2.9510053
F02,316,2.952010091
F02,316,2.953409068
F02,316,2.949423726
F02,316,2.9513237
F02,316,2.947843933
F02,316,2.951991526
F02,316,2.951934306
F02,316,2.950380707
F02,316,2.949343363
F02,316,2.952150726
F02,316,2.951088715
F02,316,2.952792104
F02,316,2.948428345
F02,316,2.949830373
F02,316,2.951071676
F02,316,2.952266693
F02,316,2.946825155
F02,316,2.95007782
F02,316,2.950827535
F02,316,2.950015767
F02,316,2.955154165
F02,316,2.951393127
F02,316,2.948035685
F02,316,2.950281779
F02,316,2.951203156
F02,316,2.950468699
F02,316,2.953006999
F02,316,2.954661051
F02,316,2.949572245
F02,316,2.947607422
F02,316,2.948103587
F02,317,2.951365407
F02,317,2.951241811
F02,317,2.952716319
F02,317,2.954030355
F02,317,2.949649556
F02,317,2.952452087
F02,317,2.954985809
F02,317,2.951720937
F02,317,2.947347768
F02,317,2.95141805
F02,317,2.952622223
F02,317,2.952586619
F02,317,2.950465647
F02,317,2.951569366
F02,317,2.95017039
F02,317,2.948366547
F02,317,2.951050059
F02,317,2.954184977
F02,317,2.953449249
F02,317,2.951716359
F02,317,2.952255758
F02,317,2.952295939
F02,317,2.9518013
F02,317,2.951595815
F02,317,2.950884501
F02,317,2.950184377
F02,317,2.950444031
F02,317,2.952809143
F02,317,2.951096344
F02,317,2.951832326
F02,317,2.950462596
F02,317,2.950100962
F02,317,2.951255544
F02,317,2.950521342
F02,317,2.950512187
F02,317,2.951376088
F02,317,2.951685333
F02,317,2.952810669
F02,317,2.949873606
F02,317,2.9523084
F02,317,2.951340739
F02,317,2.948439026
F02,317,2.950802612
F02,317,2.949661764
F02,317,2.94975764
F02,317,2.950198364
F02,317,2.950522868
F02,317,2.950669861
F02,317,2.950618744
F02,317,2.951207733
F02,317,2.949675751
F02,317,2.951343791
F02,317,2.953514099
F02,317,2.952122752
F02,317,2.950360616
F02,317,2.949312592
F02,317,2.947270457
F02,317,2.948661804
F02,317,2.951226298
F02,317,2.95467809
F02,317,2.951393127
F02,317,2.949391429
F02,317,2.949624888
F02,317,2.949584452
F02,317,2.952102661
F02,317,2.951501465
F02,317,2.951156616
F02,317,2.951079305
F02,317,2.949035899
F02,317,2.946412659
F02,317,2.9509758
F02,317,2.955495707
F02,317,2.952388763
F02,317,2.950221507
F02,317,2.950561523
F02,317,2.950958761
F02,317,2.946192932
F02,317,2.944726054
F02,317,2.946565501
F02,317,2.948108419
F02,317,2.947548676
F02,317,2.954203542
F02,317,2.959134674
F02,317,2.953279114
F02,317,2.950805664
F02,317,2.952266693
F02,317,2.950079346
F02,317,2.951357524
F02,317,2.950382233
F02,317,2.947782135
F02,317,2.94618988
F02,317,2.948871867
F02,317,2.955457052
F02,317,2.955314891
F02,317,2.951807404
F02,317,2.951710002
F02,317,2.951944987
F02,317,2.947312164
F02,317,2.945379893
F02,317,2.946653748
F02,317,2.953079732
F02,317,2.954820251
F02,317,2.95199
F02,317,2.94932785
F02,317,2.949759165
F02,317,2.949898275
F02,317,2.948810069
F02,317,2.948701986
F02,317,2.951096344
F02,317,2.955090841
F02,317,2.951686859
F02,317,2.950362142
F02,317,2.950136312
F02,317,2.946021525
F02,317,2.945899455
F02,317,2.950867716
F02,317,2.953495534
F02,317,2.95404892
F02,317,2.951787313
F02,317,2.949001821
F02,317,2.950000509
F02,317,2.948607635
F02,317,2.945866903
F02,318,2.950946554
F02,318,2.951799774
F02,318,2.952051799
F02,318,2.951657613
F02,318,2.95109024
F02,318,2.952651469
F02,318,2.952748871
F02,318,2.951954397
F02,318,2.950829061
F02,318,2.951183065
F02,318,2.952139791
F02,318,2.954599253
F02,318,2.951860046
F02,318,2.951892598
F02,318,2.950737762
F02,318,2.9524381
F02,318,2.950110118
F02,318,2.951671346
F02,318,2.951713308
F02,318,2.95163269
F02,318,2.951767222
F02,318,2.950349681
F02,318,2.950827535
F02,318,2.951317342
F02,318,2.950918579
F02,318,2.949542745
F02,318,2.951506042
F02,318,2.949669647
F02,318,2.950017293
F02,318,2.950686646
F02,318,2.950801086
F02,318,2.95071462
F02,318,2.952039337
F02,318,2.949991099
F02,318,2.950309499
F02,318,2.950906372
F02,318,2.951331329
F02,318,2.951029968
F02,318,2.950492096
F02,318,2.951496887
F02,318,2.950949605
F02,318,2.949887594
F02,318,2.950666555
F02,318,2.949943288
F02,318,2.949822744
F02,318,2.950102488
F02,318,2.950478109
F02,318,2.950496674
F02,318,2.950144196
F02,318,2.94994634
F02,318,2.95144577
F02,318,2.951218414
F02,318,2.950782522
F02,318,2.952065531
F02,318,2.951401011
F02,318,2.948374176
F02,318,2.949813334
F02,318,2.948627726
F02,318,2.950798035
F02,318,2.957658386
F02,318,2.95240097
F02,318,2.94638621
F02,318,2.953554281
F02,318,2.949000295
F02,318,2.950456492
F02,318,2.950819651
F02,318,2.952660878
F02,318,2.950756327
F02,318,2.950221507
F02,318,2.948650869
F02,318,2.947902679
F02,318,2.948689524
F02,318,2.950181325
F02,318,2.950501251
F02,318,2.950425466
F02,318,2.95068512
F02,318,2.951240285
F02,318,2.950039164
F02,318,2.950161235
F02,318,2.950702159
F02,318,2.950379181
F02,318,2.950391388
F02,318,2.952427419
F02,318,2.951107279
F02,318,2.949001821
F02,318,2.950275675
F02,318,2.95030187
F02,318,2.952741241
F02,318,2.952421061
F02,318,2.952855428
F02,318,2.951493581
F02,318,2.948814646
F02,318,2.948913574
F02,318,2.950878398
F02,318,2.950161235
F02,318,2.951135
F02,318,2.953829447
F02,318,2.953370412
F02,318,2.950055949
F02,318,2.950352732
F02,318,2.949378967
F02,318,2.946539307
F02,318,2.950977325
F02,318,2.956426493
F02,318,2.948656972
F02,318,2.950631205
F02,318,2.95119222
F02,318,2.950703684
F02,318,2.949143982
F02,318,2.948150126
F02,318,2.949161021
F02,318,2.954163361
F02,318,2.949927775
F02,318,2.944506582
F02,318,2.949745433
F02,318,2.950918579
F02,318,2.95036672
F02,318,2.951133474
F02,318,2.95067749
F02,318,2.951227824
F02,318,2.949771627
F02,318,2.949276988
F02,318,2.948258209
F02,319,2.948803965
F02,319,2.94969279
F02,319,2.952051799
F02,319,2.950646464
F02,319,2.94904658
F02,319,2.950198364
F02,319,2.949915314
F02,319,2.949912262
F02,319,2.94921519
F02,319,2.947360229
F02,319,2.9485967
F02,319,2.952413432
F02,319,2.948327891
F02,319,2.947734324
F02,319,2.951241811
F02,319,2.950447083
F02,319,2.950762431
F02,319,2.950918579
F02,319,2.947881063
F02,319,2.948739115
F02,319,2.950425466
F02,319,2.951767222
F02,319,2.950445557
F02,319,2.950273895
F02,319,2.950436401
F02,319,2.949437714
F02,319,2.951334381
F02,319,2.950937144
F02,319,2.950713094
F02,319,2.952064006
F02,319,2.951288096
F02,319,2.950343577
F02,319,2.94977773
F02,319,2.951291148
F02,319,2.951506042
F02,319,2.950300344
F02,319,2.950941722
F02,319,2.950465647
F02,319,2.949975586
F02,319,2.949924723
F02,319,2.950238546
F02,319,2.950290934
F02,319,2.949873606
F02,319,2.950430044
F02,319,2.951363881
F02,319,2.950538381
F02,319,2.949740601
F02,319,2.950663503
F02,319,2.949567668
F02,319,2.950881449
F02,319,2.950726827
F02,319,2.950144196
F02,319,2.950479635
F02,319,2.949275462
F02,319,2.950130208
F02,319,2.949499512
F02,319,2.950290934
F02,319,2.950028229
F02,319,2.951059214
F02,319,2.949521128
F02,319,2.948225911
F02,319,2.94978714
F02,319,2.949953969
F02,319,2.949501038
F02,319,2.949906158
F02,319,2.950468699
F02,319,2.949389903
F02,319,2.948204041
F02,319,2.949587758
F02,319,2.950385284
F02,319,2.94966507
F02,319,2.949283091
F02,319,2.950086975
F02,319,2.94956131
F02,319,2.946899414
F02,319,2.947530111
F02,319,2.948524221
F02,319,2.949006399
F02,319,2.948754374
F02,319,2.949232229
F02,319,2.948862712
F02,319,2.948811595
F02,319,2.949683634
F02,319,2.950086975
F02,319,2.949975586
F02,319,2.949445343
F02,319,2.951937358
F02,319,2.950763957
F02,319,2.950173442
F02,319,2.950459544
F02,319,2.946489716
F02,319,2.951233927
F02,319,2.950182851
F02,319,2.95043335
F02,319,2.950782522
F02,319,2.951660665
F02,319,2.949938456
F02,319,2.948941549
F02,319,2.950388336
F02,319,2.951136525
F02,319,2.951057688
F02,319,2.950250753
F02,319,2.950587718
F02,319,2.951017507
F02,319,2.950273895
F02,319,2.950841268
F02,319,2.95115509
F02,319,2.951183065
F02,319,2.94943161
F02,319,2.950688426
F02,319,2.950665029
F02,319,2.949828847
F02,319,2.950337474
F02,319,2.951573944
F02,319,2.949991099
F02,319,2.95016276
F02,319,2.949765523
F02,319,2.948374176
F02,319,2.95016276
F02,319,2.953826396
F02,319,2.948821004
F02,319,2.949521128
F02,319,2.951629639
F02,320,2.950349681
F02,320,2.95136083
F02,320,2.951150513
F02,320,2.952105713
F02,320,2.950763957
F02,320,2.952207947
F02,320,2.952330017
F02,320,2.950830587
F02,320,2.9516126
F02,320,2.950838216
F02,320,2.952056376
F02,320,2.951247915
F02,320,2.951884715
F02,320,2.951034546
F02,320,2.950903066
F02,320,2.951366933
F02,320,2.951495107
F02,320,2.952090454
F02,320,2.951580302
F02,320,2.951909383
F02,320,2.951285044
F02,320,2.951308187
F02,320,2.951349894
F02,320,2.950855255
F02,320,2.951442719
F02,320,2.951099396
F02,320,2.951898702
F02,320,2.951161448
F02,320,2.950740814
F02,320,2.951258596
F02,320,2.950960286
F02,320,2.952124278
F02,320,2.95189565
F02,320,2.951411692
F02,320,2.95182902
F02,320,2.949918365
F02,320,2.951349894
F02,320,2.950462596
F02,320,2.951741028
F02,320,2.950867716
F02,320,2.950886281
F02,320,2.952255758
F02,320,2.950000509
F02,320,2.950716146
F02,320,2.950598653
F02,320,2.951183065
F02,320,2.95142568
F02,320,2.951084137
F02,320,2.952067057
F02,320,2.951884715
F02,320,2.950900014
F02,320,2.951501465
F02,320,2.950882975
F02,320,2.952178446
F02,320,2.951199849
F02,320,2.951835378
F02,320,2.952271271
F02,320,2.950516764
F02,320,2.950997416
F02,320,2.950969696
F02,320,2.951285044
F02,320,2.950773366
F02,320,2.950663503
F02,320,2.951656087
F02,320,2.950272369
F02,320,2.948343404
F02,320,2.95266393
F02,320,2.951776632
F02,320,2.950866191
F02,320,2.950413259
F02,320,2.951266479
F02,320,2.951663717
F02,320,2.949817912
F02,320,2.950397746
F02,320,2.949705251
F02,320,2.951518504
F02,320,2.950266266
F02,320,2.949984996
F02,320,2.949467214
F02,320,2.947867076
F02,320,2.951792145
F02,320,2.952510834
F02,320,2.950128682
F02,320,2.949748484
F02,320,2.9516126
F02,320,2.950832113
F02,320,2.949539693
F02,320,2.950270844
F02,320,2.950409953
F02,320,2.949480947
F02,320,2.951946513
F02,320,2.952374776
F02,320,2.949542745
F02,320,2.949366506
F02,320,2.949589284
F02,320,2.949722036
F02,320,2.948836517
F02,320,2.95009613
F02,320,2.951153564
F02,320,2.949952443
F02,320,2.950580088
F02,320,2.951558685
F02,320,2.951563263
F02,320,2.950057475
F02,320,2.948196411
F02,320,2.94838028
F02,320,2.950127157
F02,320,2.951102702
F02,320,2.951113383
F02,320,2.948064931
F02,320,2.947952271
F02,320,2.954472605
F02,320,2.953922272
F02,320,2.950597127
F02,320,2.9512942
F02,320,2.951710002
F02,320,2.9519605
F02,320,2.951014455
F02,320,2.95051829
F02,320,2.949007924
F02,320,2.946823629
F02,320,2.950666555
F02,320,2.954956309
F02,321,2.951767222
F02,321,2.952071889
F02,321,2.952006785
F02,321,2.951258596
F02,321,2.95193278
F02,321,2.949651082
F02,321,2.949474843
F02,321,2.955457052
F02,321,2.951761119
F02,321,2.947970835
F02,321,2.946347555
F02,321,2.943344116
F02,321,2.945330556
F02,321,2.95443217
F02,321,2.965911611
F02,321,2.953249613
F02,321,2.948974101
F02,321,2.946720123
F02,321,2.944500478
F02,321,2.949714406
F02,321,2.959276835
F02,321,2.960389964
F02,321,2.948159281
F02,321,2.945385997
F02,321,2.947715759
F02,321,2.950941722
F02,321,2.957282766
F02,321,2.956743368
F02,321,2.951407115
F02,321,2.945859019
F02,321,2.945690664
F02,321,2.949984996
F02,321,2.955519104
F02,321,2.956091054
F02,321,2.950144196
F02,321,2.948680369
F02,321,2.946928914
F02,321,2.948901367
F02,321,2.955914815
F02,321,2.952688599
F02,321,2.947738902
F02,321,2.947364807
F02,321,2.947990926
F02,321,2.94952418
F02,321,2.954511007
F02,321,2.956111145
F02,321,2.94975764
F02,321,2.947901154
F02,321,2.9479599
F02,321,2.952342224
F02,321,2.956763458
F02,321,2.949736023
F02,321,2.948428345
F02,321,2.956910197
F02,321,2.945035299
F02,321,2.949822744
F02,321,2.95907135
F02,321,2.947290548
F02,321,2.950287882
F02,321,2.954820251
F02,321,2.953766123
F02,321,2.949232229
F02,321,2.951755015
F02,321,2.948878225
F02,321,2.950278727
F02,321,2.950420888
F02,321,2.947657013
F02,321,2.95036672
F02,321,2.953155518
F02,321,2.953435262
F02,321,2.95487442
F02,321,2.950249227
F02,321,2.949941762
F02,321,2.952489217
F02,321,2.945551554
F02,321,2.950320435
F02,321,2.953076681
F02,321,2.951297251
F02,321,2.950533803
F02,321,2.950822703
F02,321,2.952176921
F02,321,2.951672872
F02,321,2.950872294
F02,321,2.952076467
F02,321,2.951281993
F02,321,2.951102702
F02,321,2.950462596
F02,321,2.950824229
F02,321,2.950644938
F02,321,2.9517718
F02,321,2.952228038
F02,321,2.952566528
F02,321,2.954506429
F02,321,2.950505829
F02,321,2.949292501
F02,321,2.952399445
F02,321,2.949841309
F02,321,2.950617218
F02,321,2.948995717
F02,321,2.954158783
F02,321,2.94873759
F02,321,2.944947052
F02,321,2.955212911
F02,321,2.949497986
F02,321,2.950019073
F02,321,2.953105927
F02,321,2.946165212
F02,321,2.944444784
F02,321,2.948561351
F02,321,2.960960388
F02,321,2.96561025
F02,321,2.952411906
F02,321,2.943398285
F02,321,2.952197011
F02,321,2.957706451
F02,321,2.955154165
F02,321,2.939997355
F02,321,2.94751943
F02,321,2.949451701
F02,321,2.950295766
F02,321,2.950884501
F02,321,2.956971995
F02,321,2.956730906
F02,322,2.818099721
F02,322,2.816957347
F02,322,2.819181824
F02,322,2.822449748
F02,322,2.824578349
F02,322,2.822424825
F02,322,2.822698466
F02,322,2.823418935
F02,322,2.822026062
F02,322,2.818591309
F02,322,2.816748556
F02,322,2.817827606
F02,322,2.82101059
F02,322,2.822460429
F02,322,2.823197937
F02,322,2.82263209
F02,322,2.821718597
F02,322,2.822897847
F02,322,2.820738475
F02,322,2.819815572
F02,322,2.821375275
F02,322,2.820905304
F02,322,2.819878896
F02,322,2.822679901
F02,322,2.823190053
F02,322,2.821440125
F02,322,2.820222219
F02,322,2.821290334
F02,322,2.818244934
F02,322,2.820437113
F02,322,2.820939382
F02,322,2.820489502
F02,322,2.820317841
F02,322,2.820031993
F02,322,2.82081426
F02,322,2.819892883
F02,322,2.821149699
F02,322,2.819392141
F02,322,2.819934591
F02,322,2.821036784
F02,322,2.8208697
F02,322,2.820423126
F02,322,2.821279399
F02,322,2.821294912
F02,322,2.82263209
F02,322,2.821556091
F02,322,2.819243622
F02,322,2.819067383
F02,322,2.82122701
F02,322,2.8202329
F02,322,2.820993551
F02,322,2.820090739
F02,322,2.820212809
F02,322,2.820302582
F02,322,2.819814046
F02,322,2.821277873
F02,322,2.821624247
F02,322,2.819441477
F02,322,2.82087911
F02,322,2.820583852
F02,322,2.820576223
F02,322,2.820639547
F02,322,2.821795654
F02,322,2.820212809
F02,322,2.820379893
F02,322,2.820542145
F02,322,2.821746318
F02,322,2.817736308
F02,322,2.819705709
F02,322,2.820455424
F02,322,2.82013855
F02,322,2.819991811
F02,322,2.820726013
F02,322,2.820000966
F02,322,2.82048645
F02,322,2.820010376
F02,322,2.82045873
F02,322,2.818793742
F02,322,2.821195984
F02,322,2.820687358
F02,322,2.820741526
F02,322,2.820787811
F02,322,2.820797221
F02,322,2.821115621
F02,322,2.820505015
F02,322,2.822307332
F02,322,2.822179159
F02,322,2.819999441
F02,322,2.821188354
F02,322,2.82085139
F02,322,2.819793955
F02,322,2.819058228
F02,322,2.820718384
F02,322,2.819909922
F02,322,2.820189667
F02,322,2.820273081
F02,322,2.820705922
F02,322,2.819248199
F02,322,2.821112569
F02,322,2.821015167
F02,322,2.820845032
F02,322,2.821852875
F02,322,2.820876058
F02,322,2.821171316
F02,322,2.819809469
F02,322,2.82029012
F02,322,2.820979563
F02,322,2.81953125
F02,322,2.821622721
F02,322,2.820457204
F02,322,2.819549815
F02,322,2.820536041
F02,322,2.81963323
F02,322,2.820171102
F02,322,2.821562449
F02,322,2.821701558
F02,322,2.819470978
F02,322,2.819804637
F02,322,2.822129567
F02,322,2.8202624
F02,322,2.819306946
F02,322,2.821042887
F02,322,2.820177205
F02,323,2.821022797
F02,323,2.820549774
F02,323,2.819878896
F02,323,2.82150828
F02,323,2.821540833
F02,323,2.821109517
F02,323,2.821842194
F02,323,2.821410878
F02,323,2.819075012
F02,323,2.821823629
F02,323,2.820993551
F02,323,2.821042887
F02,323,2.821214549
F02,323,2.821655019
F02,323,2.820687358
F02,323,2.825017293
F02,323,2.820981089
F02,323,2.818925222
F02,323,2.819099935
F02,323,2.819160207
F02,323,2.819356537
F02,323,2.820744578
F02,323,2.821931712
F02,323,2.821792603
F02,323,2.822392527
F02,323,2.821200562
F02,323,2.817739614
F02,323,2.819376628
F02,323,2.818687185
F02,323,2.82150828
F02,323,2.821860758
F02,323,2.820284017
F02,323,2.819974772
F02,323,2.820852915
F02,323,2.824276733
F02,323,2.819019572
F02,323,2.815600077
F02,323,2.821591695
F02,323,2.823327637
F02,323,2.822281138
F02,323,2.822081757
F02,323,2.822165171
F02,323,2.820920817
F02,323,2.821665955
F02,323,2.820727539
F02,323,2.820039622
F02,323,2.822675323
F02,323,2.821420034
F02,323,2.822752635
F02,323,2.822494507
F02,323,2.822465007
F02,323,2.821242269
F02,323,2.821472677
F02,323,2.822009023
F02,323,2.820704397
F02,323,2.820837402
F02,323,2.821432495
F02,323,2.820608521
F02,323,2.819831085
F02,323,2.82090683
F02,323,2.819576009
F02,323,2.820376587
F02,323,2.821373749
F02,323,2.820589956
F02,323,2.818742879
F02,323,2.820164998
F02,323,2.820239003
F02,323,2.820463308
F02,323,2.821075439
F02,323,2.821554565
F02,323,2.820500437
F02,323,2.818506368
F02,323,2.819572957
F02,323,2.818254344
F02,323,2.822901154
F02,323,2.821656545
F02,323,2.821686045
F02,323,2.820885213
F02,323,2.820818837
F02,323,2.820648702
F02,323,2.820885213
F02,323,2.821389262
F02,323,2.82228419
F02,323,2.82103068
F02,323,2.819987233
F02,323,2.820908356
F02,323,2.821811167
F02,323,2.820252991
F02,323,2.821794128
F02,323,2.820658112
F02,323,2.820675151
F02,323,2.820211283
F02,323,2.821152751
F02,323,2.819800059
F02,323,2.821673584
F02,323,2.825626373
F02,323,2.815004985
F02,323,2.816328176
F02,323,2.820280965
F02,323,2.82238795
F02,323,2.82131958
F02,323,2.81856664
F02,323,2.822907257
F02,323,2.820882161
F02,323,2.819115194
F02,323,2.819860331
F02,323,2.821415456
F02,323,2.822560883
F02,323,2.820245361
F02,323,2.819908396
F02,323,2.822111003
F02,323,2.820579274
F02,323,2.822389476
F02,323,2.820597839
F02,323,2.819328562
F02,323,2.821826681
F02,323,2.818810781
F02,323,2.820403035
F02,323,2.821872965
F02,323,2.821171316
F02,323,2.819088999
F02,323,2.820066071
F02,323,2.82011083
F02,324,2.819974772
F02,324,2.821956635
F02,324,2.819385783
F02,324,2.820774078
F02,324,2.821236165
F02,324,2.821192932
F02,324,2.820141856
F02,324,2.820277659
F02,324,2.819441477
F02,324,2.820501963
F02,324,2.821444956
F02,324,2.82033488
F02,324,2.820636495
F02,324,2.821117147
F02,324,2.8208992
F02,324,2.821492767
F02,324,2.823018646
F02,324,2.820656586
F02,324,2.821027374
F02,324,2.820763143
F02,324,2.81917572
F02,324,2.819022624
F02,324,2.822089386
F02,324,2.821062978
F02,324,2.821363068
F02,324,2.820919291
F02,324,2.821845245
F02,324,2.822013855
F02,324,2.822126516
F02,324,2.820919291
F02,324,2.821087901
F02,324,2.822428131
F02,324,2.82179896
F02,324,2.823301442
F02,324,2.822919464
F02,324,2.822143555
F02,324,2.822421773
F02,324,2.821614838
F02,324,2.824088287
F02,324,2.821571604
F02,324,2.823590597
F02,324,2.823122152
F02,324,2.823471324
F02,324,2.823064931
F02,324,2.824156189
F02,324,2.822989146
F02,324,2.820622508
F02,324,2.821373749
F02,324,2.820905304
F02,324,2.82016805
F02,324,2.821775564
F02,324,2.822010549
F02,324,2.821736908
F02,324,2.821548462
F02,324,2.820820363
F02,324,2.819350179
F02,324,2.821256256
F02,324,2.823327637
F02,324,2.820534261
F02,324,2.822417196
F02,324,2.821271769
F02,324,2.821505229
F02,324,2.820525106
F02,324,2.821180471
F02,324,2.821641286
F02,324,2.820908356
F02,324,2.820916239
F02,324,2.821301015
F02,324,2.819438426
F02,324,2.820911662
F02,324,2.821353658
F02,324,2.820727539
F02,324,2.820470937
F02,324,2.822673798
