type,cycle,value
F03,593,2.44483846
F03,593,2.444759623
F03,593,2.444454956
F03,593,2.445839945
F03,593,2.445557149
F03,593,2.445654551
F03,593,2.445277405
F03,593,2.444705455
F03,593,2.446408844
F03,593,2.445866394
F03,593,2.44528656
F03,593,2.444793447
F03,593,2.445220184
F03,593,2.445922089
F03,593,2.446053314
F03,593,2.445725759
F03,593,2.443448639
F03,593,2.443745422
F03,593,2.442770131
F03,593,2.442783864
F03,593,2.44176534
F03,593,2.442661794
F03,593,2.443827311
F03,593,2.443560028
F03,593,2.442773183
F03,593,2.442301687
F03,593,2.443206024
F03,593,2.443206024
F03,593,2.443785604
F03,593,2.444246419
F03,593,2.444391632
F03,593,2.444286601
F03,593,2.443300374
F03,593,2.442454783
F03,593,2.443773397
F03,593,2.443607839
F03,593,2.443419393
F03,593,2.443188985
F03,593,2.442714437
F03,593,2.443069967
F03,593,2.443148804
F03,593,2.442671204
F03,593,2.443957265
F03,593,2.444315847
F03,593,2.44413503
F03,593,2.444623566
F03,593,2.444782766
F03,593,2.444371541
F03,593,2.444108836
F03,593,2.443624878
F03,593,2.443409983
F03,593,2.443190511
F03,593,2.443193563
F03,593,2.44360021
F03,593,2.443239848
F03,593,2.443682098
F03,593,2.443921661
F03,593,2.443601735
F03,593,2.443206024
F03,593,2.444666799
F03,593,2.443887583
F03,593,2.443640391
F03,593,2.44448115
F03,593,2.445581818
F03,593,2.445815277
F03,593,2.443889109
F03,593,2.440749613
F03,593,2.443167369
F03,593,2.444399261
F03,593,2.443981934
F03,593,2.443009694
F03,593,2.443192037
F03,593,2.444278717
F03,593,2.442952474
F03,593,2.442974091
F03,593,2.443308004
F03,593,2.443542989
F03,593,2.443538411
F03,593,2.443462626
F03,593,2.443462626
F03,593,2.443665059
F03,593,2.443903097
F03,593,2.443547567
F03,593,2.443872325
F03,593,2.443206024
F03,593,2.442940013
F03,593,2.442470042
F03,593,2.442881266
F03,593,2.443723806
F03,593,2.44371287
F03,593,2.442745209
F03,593,2.442974091
F03,593,2.442658742
N01,594,2.493483988
N01,594,2.495059204
N01,594,2.496203105
N01,594,2.496000671
N01,594,2.49480718
N01,594,2.494063568
N01,594,2.495065308
N01,594,2.495102437
N01,594,2.495747121
N01,594,2.494337209
N01,594,2.494246165
N01,594,2.495686849
N01,594,2.494660441
N01,594,2.495022074
N01,594,2.494785563
N01,594,2.494991048
N01,594,2.495176697
N01,594,2.495784251
N01,594,2.49496638
N01,594,2.493357086
N01,594,2.49540685
N01,594,2.495307922
N01,594,2.494298553
N01,594,2.49380544
N01,594,2.494181061
N01,594,2.494409943
N01,594,2.494644928
N01,594,2.49255956
N01,594,2.49083608
N01,594,2.493193309
N01,594,2.492712657
N01,594,2.49207255
N01,594,2.493156179
N01,594,2.494004822
N01,594,2.492188517
N01,594,2.492697144
N01,594,2.494216665
N01,594,2.492228699
N01,594,2.49450887
N01,594,2.495822906
N01,594,2.494618479
N01,594,2.49226888
N01,594,2.493493144
N01,594,2.495102437
N01,594,2.494403839
N01,594,2.493649292
N01,594,2.493431346
N01,594,2.493788401
N01,594,2.494519552
N01,594,2.495165761
N01,594,2.494612376
N01,594,2.495052846
N01,594,2.495334371
N01,594,2.494409943
N01,594,2.494542948
N01,594,2.495522817
N01,594,2.496159871
N01,594,2.496056112
N01,594,2.495240021
N01,594,2.495145671
N01,594,2.494955699
N01,594,2.495205943
N01,594,2.495005035
N01,594,2.495949554
N01,594,2.494606272
N01,594,2.49505132
N01,594,2.496169027
N01,594,2.494331106
N01,594,2.493828583
N01,594,2.496931203
N01,594,2.494722239
N01,594,2.495332845
N01,594,2.495686849
N01,594,2.494528961
N01,594,2.494975789
N01,594,2.49442215
N01,594,2.496349843
N01,594,2.495608012
N01,594,2.494077555
N01,594,2.495533752
N01,594,2.495202891
N01,594,2.495318858
N01,594,2.4941981
N01,594,2.495221456
N01,594,2.495875295
N01,594,2.494731394
N01,594,2.493692525
N01,594,2.495624797
N01,594,2.494055939
N01,594,2.494796244
N01,594,2.494839732
N01,594,2.493501027
N01,594,2.495153554
N01,594,2.494930776
N01,594,2.494298553
N01,594,2.494485728
N01,594,2.494113159
N01,594,2.493336995
N01,594,2.494204203
N01,594,2.492910512
N01,594,2.493235016
N01,594,2.496563212
N01,594,2.494136302
N01,594,2.494774628
N01,594,2.494827271
N01,594,2.496424103
N01,594,2.494293976
N01,594,2.494771576
N01,594,2.493687948
N01,594,2.494706726
N01,594,2.495666758
N01,594,2.495292664
N01,594,2.494683584
N01,594,2.495663452
N01,594,2.495447032
N01,594,2.49541626
N01,594,2.494955699
N01,594,2.493585968
N01,594,2.494405365
N01,594,2.493947601
N01,594,2.496128845
N01,594,2.49358139
N01,594,2.49563268
N01,595,2.495776367
N01,595,2.495151774
N01,595,2.496272532
N01,595,2.493098958
N01,595,2.49417038
N01,595,2.494321696
N01,595,2.493388112
N01,595,2.494312541
N01,595,2.494521077
N01,595,2.494321696
N01,595,2.496002197
N01,595,2.495708466
N01,595,2.492053986
N01,595,2.493861135
N01,595,2.495079295
N01,595,2.49521052
N01,595,2.495671336
N01,595,2.495759328
N01,595,2.496218618
N01,595,2.497175344
N01,595,2.495430247
N01,595,2.493950907
N01,595,2.49596049
N01,595,2.495696004
N01,595,2.49351476
N01,595,2.494887543
N01,595,2.500069173
N01,595,2.494621785
N01,595,2.494875081
N01,595,2.493596903
N01,595,2.493729655
N01,595,2.495881653
N01,595,2.495077769
N01,595,2.495788829
N01,595,2.495323435
N01,595,2.495674388
N01,595,2.496297455
N01,595,2.496994527
N01,595,2.493010966
N01,595,2.495666758
N01,595,2.494746908
N01,595,2.49515508
N01,595,2.494895172
N01,595,2.495836639
N01,595,2.496217092
N01,595,2.497288259
N01,595,2.496801249
N01,595,2.495161184
N01,595,2.495713043
N01,595,2.49509786
N01,595,2.496162923
N01,595,2.496176656
N01,595,2.495962016
N01,595,2.495569356
N01,595,2.497461446
N01,595,2.494808706
N01,595,2.495611064
N01,595,2.495226034
N01,595,2.495522817
N01,595,2.495744069
N01,595,2.49384257
N01,595,2.494735972
N01,595,2.495222982
N01,595,2.494114685
N01,595,2.494151815
N01,595,2.495232391
N01,595,2.494511922
N01,595,2.4951828
N01,595,2.494940186
N01,595,2.494366709
N01,595,2.494694265
N01,595,2.494113159
N01,595,2.492894999
N01,595,2.494665019
N01,595,2.495765686
N01,595,2.495535278
N01,595,2.494950867
N01,595,2.494917043
N01,595,2.495365143
N01,595,2.495161184
N01,595,2.493323263
N01,595,2.494674174
N01,595,2.495205943
N01,595,2.494369761
N01,595,2.495338949
N01,595,2.495022074
N01,595,2.495188904
N01,595,2.494830322
N01,595,2.496772003
N01,595,2.495645142
N01,595,2.495991262
N01,595,2.491186778
N01,595,2.49297231
N01,595,2.495422363
N01,595,2.495377604
N01,595,2.495294189
N01,595,2.494380442
N01,595,2.494099172
N01,595,2.494530487
N01,595,2.495113373
N01,595,2.494878387
N01,595,2.494831848
N01,595,2.494963328
N01,595,2.495216878
N01,595,2.494748433
N01,595,2.49441452
N01,595,2.493839518
N01,595,2.496807353
N01,595,2.49330012
N01,595,2.490819041
N01,595,2.494137828
N01,595,2.493066661
N01,595,2.494462585
N01,595,2.493534851
N01,595,2.493145498
N01,595,2.491961416
N01,595,2.494467163
N01,595,2.494304911
N01,595,2.493647766
N01,595,2.492435964
N01,595,2.494980367
N01,595,2.494547526
N01,595,2.492780558
N01,596,2.493255107
N01,596,2.493896739
N01,596,2.494672648
N01,596,2.494354248
N01,596,2.491942851
N01,596,2.493137614
N01,596,2.495562998
N01,596,2.494284566
N01,596,2.493836466
N01,596,2.494870504
N01,596,2.493794759
N01,596,2.494130198
N01,596,2.494094594
N01,596,2.493066661
N01,596,2.494514974
N01,596,2.494278463
N01,596,2.494321696
N01,596,2.494759369
N01,596,2.49413325
N01,596,2.494652557
N01,596,2.495539856
N01,596,2.494970957
N01,596,2.49377772
N01,596,2.49489212
N01,596,2.494762421
N01,596,2.495855204
N01,596,2.496096293
N01,596,2.494032796
N01,596,2.494331106
N01,596,2.495043691
N01,596,2.495615641
N01,596,2.494765472
N01,596,2.493746694
N01,596,2.492791494
N01,596,2.493267568
N01,596,2.494168854
N01,596,2.494004822
N01,596,2.493541209
N01,596,2.493712616
N01,596,2.492743429
N01,596,2.493406677
N01,596,2.493820953
N01,596,2.493309275
N01,596,2.493958537
N01,596,2.49412384
N01,596,2.494232178
N01,596,2.493824005
N01,596,2.49401118
N01,596,2.49294281
N01,596,2.494074504
N01,596,2.493731181
N01,596,2.494875081
N01,596,2.493960063
N01,596,2.494558207
N01,596,2.493578339
N01,596,2.493929036
N01,596,2.492982992
N01,596,2.493399048
N01,596,2.49461085
N01,596,2.493810018
N01,596,2.493845622
N01,596,2.493496195
N01,596,2.493559774
N01,596,2.493519592
N01,596,2.493620046
N01,596,2.491786702
N01,596,2.493371073
N01,596,2.492134349
N01,596,2.492132823
N01,596,2.492789968
N01,596,2.492882538
N01,596,2.492800649
N01,596,2.492721812
N01,596,2.493607585
N01,596,2.492103577
N01,596,2.493075816
N01,596,2.493385061
N01,596,2.493701935
N01,596,2.493930817
N01,596,2.493598429
N01,596,2.493817902
N01,596,2.494428507
N01,596,2.494264476
N01,596,2.49364624
N01,596,2.494130198
N01,596,2.494122314
N01,596,2.494366709
N01,596,2.495198313
N01,596,2.494986471
N01,596,2.494723765
N01,596,2.495131683
N01,596,2.495450338
N01,596,2.493202718
N01,596,2.494649506
N01,596,2.495249176
N01,596,2.494950867
N01,596,2.495355988
N01,596,2.494658661
N01,596,2.494464111
N01,596,2.493803914
N01,596,2.494702148
N01,596,2.492803701
N01,596,2.49361852
N01,596,2.493491618
N01,596,2.493045044
N01,596,2.493765259
N01,596,2.492520905
N01,596,2.492200979
N01,596,2.493949127
N01,596,2.492313639
N01,596,2.492185465
N01,596,2.493078868
N01,596,2.493912252
N01,596,2.49284083
N01,596,2.492003123
N01,596,2.493550364
N01,596,2.493841044
N01,596,2.494439189
N01,596,2.489812724
N01,596,2.491809845
N01,596,2.49463857
N01,596,2.494753011
N01,596,2.494757589
N01,597,2.495949554
N01,597,2.495634206
N01,597,2.493977102
N01,597,2.495963542
N01,597,2.495301819
N01,597,2.494360352
N01,597,2.495374552
N01,597,2.495343526
N01,597,2.495824432
N01,597,2.496309662
N01,597,2.495821126
N01,597,2.495827484
N01,597,2.496958923
N01,597,2.49569753
N01,597,2.495604706
N01,597,2.495374552
N01,597,2.496164449
N01,597,2.495348104
N01,597,2.493306224
N01,597,2.494304911
N01,597,2.495072937
N01,597,2.494371287
N01,597,2.494355774
N01,597,2.49450887
N01,597,2.494389852
N01,597,2.494623311
N01,597,2.494706726
N01,597,2.494570669
N01,597,2.494417572
N01,597,2.495668284
N01,597,2.495858256
N01,597,2.495493571
N01,597,2.495955658
N01,597,2.495527649
N01,597,2.495488993
N01,597,2.496193695
N01,597,2.495215352
N01,597,2.494434611
N01,597,2.495904795
N01,597,2.495476532
N01,597,2.495312754
N01,597,2.495807393
N01,597,2.495178223
N01,597,2.49557546
N01,597,2.495390066
N01,597,2.495784251
N01,597,2.494102224
N01,597,2.495545959
N01,597,2.495042165
N01,597,2.49506073
N01,597,2.49464798
N01,597,2.494261424
N01,597,2.494312541
N01,597,2.494728343
N01,597,2.494340261
N01,597,2.493791453
N01,597,2.49410375
N01,597,2.493491618
N01,597,2.494140879
N01,597,2.498308563
N01,597,2.50133667
N01,597,2.491100311
N01,597,2.488285319
N01,597,2.490177409
N01,597,2.493508657
N01,597,2.493859609
N01,597,2.493723551
N01,597,2.493352509
N01,597,2.493737539
N01,597,2.493210347
N01,597,2.493075816
N01,597,2.493858083
N01,597,2.492228699
N01,597,2.493518066
N01,597,2.492947642
N01,597,2.493460846
N01,597,2.49403127
N01,597,2.493776194
N01,597,2.493412781
N01,597,2.494182587
N01,597,2.493378957
N01,597,2.492225647
N01,597,2.493841044
N01,597,2.494097646
N01,597,2.49300944
N01,597,2.493021647
N01,597,2.494094594
N01,597,2.49448878
N01,597,2.493204244
N01,597,2.49279302
N01,597,2.493924459
N01,597,2.493001556
N01,597,2.493091329
N01,597,2.494720713
N01,597,2.493686422
N01,597,2.494595337
N01,597,2.494267782
N01,597,2.492741903
N01,597,2.494065094
N01,597,2.494300079
N01,597,2.493174744
N01,597,2.493409729
N01,597,2.493952433
N01,597,2.493722026
N01,597,2.49464798
N01,597,2.493839518
N01,597,2.492520905
N01,597,2.494017283
N01,597,2.493712616
N01,597,2.493833415
N01,597,2.495230611
N01,597,2.495646667
N01,597,2.492894999
N01,597,2.492010752
N01,597,2.492933655
N01,597,2.494644928
N01,597,2.493753052
N01,597,2.494646454
N01,597,2.493621572
N01,597,2.493352509
N01,597,2.493827057
N01,597,2.49313914
N01,597,2.493171692
N01,598,2.495479584
N01,598,2.496187592
N01,598,2.495317332
N01,598,2.495221456
N01,598,2.494906108
N01,598,2.495235443
N01,598,2.495962016
N01,598,2.495570882
N01,598,2.493456014
N01,598,2.494756063
N01,598,2.495170339
N01,598,2.494881439
N01,598,2.494933828
N01,598,2.494678752
N01,598,2.494818115
N01,598,2.494723765
N01,598,2.494875081
N01,598,2.493031057
N01,598,2.495271047
N01,598,2.495009613
N01,598,2.494417572
N01,598,2.4950236
N01,598,2.495549266
N01,598,2.493841044
N01,598,2.494550578
N01,598,2.495287832
N01,598,2.492996979
N01,598,2.493137614
N01,598,2.493983205
N01,598,2.495068359
N01,598,2.495457967
N01,598,2.495009613
N01,598,2.494381968
N01,598,2.494114685
N01,598,2.494538116
N01,598,2.493231964
N01,598,2.496714783
N01,598,2.494284566
N01,598,2.491067759
N01,598,2.492867279
N01,598,2.492451223
N01,598,2.493184153
N01,598,2.493678792
N01,598,2.494273885
N01,598,2.492307536
N01,598,2.493904368
N01,598,2.493932343
N01,598,2.493763733
N01,598,2.493864187
N01,598,2.493987783
N01,598,2.494714355
N01,598,2.494378916
N01,598,2.494303131
N01,598,2.493593597
N01,598,2.495386759
N01,598,2.494471741
N01,598,2.494499461
N01,598,2.494403839
N01,598,2.494678752
N01,598,2.494417572
N01,598,2.495156606
N01,598,2.494590759
N01,598,2.493491618
N01,598,2.494739278
N01,598,2.494723765
N01,598,2.494961802
N01,598,2.494187419
N01,598,2.493599955
N01,598,2.493409729
N01,598,2.494527435
N01,598,2.494722239
N01,598,2.492894999
N01,598,2.494343313
N01,598,2.494728343
N01,598,2.493862661
N01,598,2.493470001
N01,598,2.493230438
N01,598,2.493813324
N01,598,2.495505778
N01,598,2.492967733
N01,598,2.493204244
N01,598,2.493972524
N01,598,2.493855031
N01,598,2.493028005
N01,598,2.49223175
N01,598,2.492381795
N01,598,2.494210561
N01,598,2.493984731
N01,598,2.492030843
N01,598,2.493292236
N01,598,2.49413325
N01,598,2.493599955
N01,598,2.492891947
N01,598,2.492576599
N01,598,2.494162496
N01,598,2.494049835
N01,598,2.492939758
N01,598,2.493816376
N01,598,2.495168813
N01,598,2.494581604
N01,598,2.494542948
N01,598,2.492000071
N01,598,2.498260498
N01,598,2.496649679
N01,598,2.49385198
N01,598,2.495267741
N01,598,2.492097473
N01,598,2.495278676
N01,598,2.494969432
N01,598,2.495982107
N01,598,2.495818075
N01,598,2.495431773
N01,598,2.494051361
N01,598,2.495776367
N01,598,2.496288045
N01,598,2.494981893
N01,598,2.495391591
N01,598,2.494984945
N01,598,2.495926412
N01,598,2.495903269
N01,598,2.494964854
N01,598,2.496105703
N01,598,2.497373199
N01,599,3.054832204
N01,599,3.05554479
N01,599,3.057067362
N01,599,3.055328369
N01,599,3.055492147
N01,599,3.054080963
N01,599,3.05410258
N01,599,3.056109111
N01,599,3.054782613
N01,599,3.055294291
N01,599,3.057286835
N01,599,3.056357829
N01,599,3.056011709
N01,599,3.055156708
N01,599,3.056379445
N01,599,3.056987
N01,599,3.056081136
N01,599,3.055929565
N01,599,3.057654826
N01,599,3.058044434
N01,599,3.055747223
N01,599,3.054920197
N01,599,3.055079397
N01,599,3.05598526
N01,599,3.055496979
N01,599,3.054079437
N01,599,3.054170481
N01,599,3.054436493
N01,599,3.054835256
N01,599,3.054484304
N01,599,3.054394786
N01,599,3.053349813
N01,599,3.053816477
N01,599,3.054352824
N01,599,3.054308065
N01,599,3.054212189
N01,599,3.05320282
N01,599,3.052804057
N01,599,3.052409871
N01,599,3.052242788
N01,599,3.054193624
N01,599,3.055462901
N01,599,3.051978556
N01,599,3.055206299
N01,599,3.051326243
N01,599,3.050830078
N01,599,3.053663381
N01,599,3.05355835
N01,599,3.056320699
N01,599,3.055668386
N01,599,3.055186208
N01,599,3.053065236
N01,599,3.054529063
N01,599,3.055155182
N01,599,3.054488881
N01,599,3.05326767
N01,599,3.053731537
N01,599,3.05294927
N01,599,3.052882894
N01,599,3.052646383
N01,599,3.053502655
N01,599,3.053966522
N01,599,3.053632609
N01,599,3.05380427
N01,599,3.053852081
N01,599,3.053406779
N01,599,3.053294118
N01,599,3.052896881
N01,599,3.05348409
N01,599,3.054632823
N01,599,3.054434967
N01,599,3.054544576
N01,599,3.054034424
N01,599,3.053003438
N01,599,3.054141235
N01,599,3.052802531
N01,599,3.052777863
N01,599,3.053150177
N01,599,3.053094737
N01,599,3.054362233
N01,599,3.053583018
N01,599,3.053903198
N01,599,3.055238597
N01,599,3.054594167
N01,599,3.054484304
N01,599,3.054218547
N01,599,3.0546079
N01,599,3.052667999
N01,599,3.054066976
N01,599,3.053601583
N01,599,3.053236898
N01,599,3.054795074
N01,599,3.055076345
N01,599,3.054521434
N01,599,3.054972839
N01,599,3.054829152
N01,599,3.053974152
N01,599,3.053442383
N01,599,3.054546102
N01,599,3.054532369
N01,599,3.053485616
N01,599,3.053607941
N01,599,3.053886159
N01,599,3.054223124
N01,599,3.053864543
N01,599,3.05406545
N01,599,3.053753153
N01,599,3.054501343
N01,599,3.054686737
N01,599,3.054104106
N01,599,3.0531751
N01,599,3.054295858
N01,599,3.052989451
N01,599,3.052375793
N01,599,3.053170268
N01,599,3.052953847
N01,599,3.054278819
N01,599,3.053980509
N01,599,3.053779348
N01,599,3.052773031
N01,599,3.053505707
N01,599,3.05265859
N01,599,3.053335826
N01,600,3.054017385
N01,600,3.052864329
N01,600,3.053518168
N01,600,3.053873698
N01,600,3.054121145
N01,600,3.052381897
N01,600,3.053386688
N01,600,3.054934184
N01,600,3.052004751
N01,600,3.049491374
N01,600,3.052049764
N01,600,3.053593953
N01,600,3.051403554
N01,600,3.051765188
N01,600,3.053008016
N01,600,3.053150177
N01,600,3.052069855
N01,600,3.050485229
N01,600,3.050455983
N01,600,3.052253723
N01,600,3.052834829
N01,600,3.051517995
N01,600,3.052522786
N01,600,3.05236969
N01,600,3.050398763
N01,600,3.052439117
N01,600,3.052159373
N01,600,3.052286275
N01,600,3.051870219
N01,600,3.052075958
N01,600,3.051415761
N01,600,3.052375793
N01,600,3.053640238
N01,600,3.053074646
N01,600,3.052310944
N01,600,3.052061971
N01,600,3.052150218
N01,600,3.052386729
N01,600,3.052448527
N01,600,3.052363586
N01,600,3.052633921
N01,600,3.052252197
N01,600,3.052193451
N01,600,3.052358754
N01,600,3.052224223
N01,600,3.053117879
N01,600,3.052351125
N01,600,3.05150706
N01,600,3.051669312
N01,600,3.051952362
N01,600,3.052329508
N01,600,3.051881154
N01,600,3.050749715
N01,600,3.052176412
N01,600,3.052105204
N01,600,3.05208842
N01,600,3.052570597
N01,600,3.052371216
N01,600,3.052987925
N01,600,3.052187347
N01,600,3.051585897
N01,600,3.051858012
N01,600,3.05162913
N01,600,3.051773071
N01,600,3.052137756
N01,600,3.051782227
N01,600,3.051640066
N01,600,3.051864115
N01,600,3.051619975
N01,600,3.051415761
N01,600,3.052105204
N01,600,3.052352651
N01,600,3.051324717
N01,600,3.051231893
N01,600,3.052110036
N01,600,3.051037089
N01,600,3.051350911
N01,600,3.051579793
N01,600,3.05128301
N01,600,3.051256561
N01,600,3.05185496
N01,600,3.051066589
N01,600,3.051211802
N01,600,3.050528463
N01,600,3.052287801
N01,600,3.052511851
N01,600,3.051132965
N01,600,3.052405294
N01,600,3.051524099
N01,600,3.050831604
N01,600,3.051483917
N01,600,3.051865641
N01,600,3.052213542
N01,600,3.052015686
N01,600,3.051111348
N01,600,3.051129913
N01,600,3.051992544
N01,600,3.054389954
N01,600,3.061686452
N01,600,3.054091644
N01,600,3.047413635
N01,600,3.051055654
N01,600,3.052576701
N01,600,3.053109996
N01,600,3.046965535
N01,600,3.047926839
N01,600,3.047914632
N01,600,3.049036916
N01,600,3.057514191
N01,600,3.059976705
N01,600,3.050367737
N01,600,3.046404266
N01,600,3.049421692
N01,600,3.051983134
N01,600,3.05157191
N01,600,3.053671265
N01,600,3.054150391
N01,600,3.050771332
N01,600,3.051465352
N01,600,3.051904297
N01,600,3.051975505
N01,600,3.051780701
N01,600,3.053003438
N01,601,3.053365072
N01,601,3.05405604
N01,601,3.055557251
N01,601,3.054405467
N01,601,3.052652486
N01,601,3.054742432
N01,601,3.053638713
N01,601,3.053172048
N01,601,3.053241475
N01,601,3.053086853
N01,601,3.053225962
N01,601,3.053255463
N01,601,3.053001912
N01,601,3.052842712
N01,601,3.053581492
N01,601,3.053576914
N01,601,3.053341929
N01,601,3.052746836
N01,601,3.052918498
N01,601,3.053252411
N01,601,3.053855133
N01,601,3.052865855
N01,601,3.054782613
N01,601,3.053850555
N01,601,3.053093211
N01,601,3.052719116
N01,601,3.052230581
N01,601,3.052502696
N01,601,3.053490448
N01,601,3.053286235
N01,601,3.053040568
N01,601,3.054331207
N01,601,3.054221598
N01,601,3.053420766
N01,601,3.05240682
N01,601,3.052760824
N01,601,3.052145386
N01,601,3.053009542
N01,601,3.052422078
N01,601,3.051632182
N01,601,3.052400462
N01,601,3.052746836
N01,601,3.053204346
N01,601,3.054655965
N01,601,3.054710134
N01,601,3.054829152
N01,601,3.053671265
N01,601,3.051959991
N01,601,3.05378418
N01,601,3.054164378
N01,601,3.052640279
N01,601,3.053314209
N01,601,3.052921549
N01,601,3.053286235
N01,601,3.054025269
N01,601,3.053294118
N01,601,3.052603149
N01,601,3.053281657
N01,601,3.053365072
N01,601,3.05278244
N01,601,3.052663422
N01,601,3.05290451
N01,601,3.053311157
N01,601,3.053119405
N01,601,3.052306366
N01,601,3.053153483
N01,601,3.053518168
N01,601,3.054532369
N01,601,3.053102366
N01,601,3.052918498
N01,601,3.053805796
N01,601,3.053106944
N01,601,3.053621674
N01,601,3.052624766
N01,601,3.054615784
N01,601,3.053739166
N01,601,3.054705302
N01,601,3.053649648
N01,601,3.053230794
N01,601,3.053634135
N01,601,3.053740692
N01,601,3.052477773
N01,601,3.055447388
N01,601,3.05370992
N01,601,3.052859751
N01,601,3.052553558
N01,601,3.053402201
N01,601,3.053872172
N01,601,3.054278819
N01,601,3.05426178
N01,601,3.052552032
N01,601,3.053626506
N01,601,3.052735901
N01,601,3.051720428
N01,601,3.054048411
N01,601,3.05188268
N01,601,3.051881154
N01,601,3.053213755
N01,601,3.051408132
N01,601,3.05182546
N01,601,3.052298482
N01,601,3.052845764
N01,601,3.052312469
N01,601,3.051435852
N01,601,3.052035777
N01,601,3.052349599
N01,601,3.052096049
N01,601,3.052334086
N01,601,3.053592428
N01,601,3.053338877
N01,601,3.054243215
N01,601,3.053903198
N01,601,3.053947957
N01,601,3.054059347
N01,601,3.054243215
N01,601,3.053878276
N01,601,3.051950836
N01,601,3.053584544
N01,601,3.054949697
N01,601,3.054567719
N01,601,3.053833516
N01,601,3.054700724
N01,601,3.053020477
N01,602,2.531958008
N01,602,2.532073975
N01,602,2.530310059
N01,602,2.51974589
N01,602,2.507509359
N01,602,2.492828623
N01,602,2.494660441
N01,602,2.508252716
N01,602,2.508852641
N01,602,2.515832011
N01,602,2.533356984
N01,602,2.540711975
N01,602,2.535179647
N01,602,2.538549296
N01,602,2.531992086
N01,602,2.523199463
N01,602,2.522203827
N01,602,2.521307373
N01,602,2.526337433
N01,602,2.527554067
N01,602,2.519104513
N01,602,2.515287781
N01,602,2.520214335
N01,602,2.522809855
N01,602,2.52353007
N01,602,2.52295049
N01,602,2.52417628
N01,602,2.523840841
N01,602,2.523568726
N01,602,2.52353948
N01,602,2.523149872
N01,602,2.526042175
N01,602,2.534236654
N01,602,2.531962585
N01,602,2.537773387
N01,602,2.537422434
N01,602,2.526576996
N01,602,2.519626872
N01,602,2.506623586
N01,602,2.505181122
N01,602,2.511131032
N01,602,2.515229034
N01,602,2.518988546
N01,602,2.523259735
N01,602,2.52430776
N01,602,2.525502523
N01,602,2.524221039
N01,602,2.519456991
N01,602,2.51862208
N01,602,2.514010874
N01,602,2.504946136
N01,602,2.504694366
N01,602,2.525034332
N01,602,2.539170837
N01,602,2.539458466
N01,602,2.530311839
N01,602,2.527305094
N01,602,2.52980779
N01,602,2.526385244
N01,602,2.524071248
N01,602,2.524462382
N01,602,2.525447083
N01,602,2.524559784
N01,602,2.522636668
N01,602,2.522848511
N01,602,2.524456024
N01,602,2.52506663
N01,602,2.525372823
N01,602,2.523519389
N01,602,2.522543844
N01,602,2.521829732
N01,602,2.523029327
N01,602,2.521998342
N01,602,2.522282664
N01,602,2.521724701
N01,602,2.522426351
N01,602,2.522806803
N01,602,2.522075653
N01,602,2.521670532
N01,602,2.522604116
N01,602,2.522588857
N01,602,2.521716817
N01,602,2.521601105
N01,602,2.52205073
N01,602,2.522831472
N01,602,2.519432068
N01,602,2.521112569
N01,602,2.522134399
N01,602,2.522748057
N01,602,2.522228495
N01,602,2.521950277
N01,602,2.523216248
N01,602,2.523247274
N01,602,2.522270203
N01,602,2.521852875
N01,602,2.522129567
N01,602,2.52132899
N01,602,2.520763143
N01,602,2.520929972
N01,602,2.520852915
N01,602,2.520764669
N01,602,2.521399943
N01,602,2.521090953
N01,602,2.520957947
N01,602,2.521808116
N01,602,2.521073914
N01,602,2.520089213
N01,602,2.521622721
N01,602,2.522353872
N01,602,2.523072561
N01,602,2.52334315
N01,602,2.522919464
N01,602,2.521682994
N01,602,2.522879283
N01,602,2.522069295
N01,602,2.520299276
N01,602,2.52151591
N01,602,2.522924296
N01,602,2.522293599
N01,602,2.523197937
N01,602,2.521942647
N01,602,2.521503703
N01,602,2.524164073
N01,603,2.521353658
N01,603,2.517362213
N01,603,2.538379415
N01,603,2.528575643
N01,603,2.506122589
N01,603,2.525532023
N01,603,2.530769348
N01,603,2.524434408
N01,603,2.51444219
N01,603,2.528099569
N01,603,2.527065531
N01,603,2.513357035
N01,603,2.525447083
N01,603,2.527402496
N01,603,2.525312551
N01,603,2.52251002
N01,603,2.520993551
N01,603,2.536298625
N01,603,2.522831472
N01,603,2.505838267
N01,603,2.530143229
N01,603,2.530964152
N01,603,2.511497498
N01,603,2.522805278
N01,603,2.520339712
N01,603,2.531525167
N01,603,2.530028788
N01,603,2.521839142
N01,603,2.525921631
N01,603,2.525420634
N01,603,2.526100922
N01,603,2.526320394
N01,603,2.525723775
N01,603,2.519065857
N01,603,2.522160594
N01,603,2.530647278
N01,603,2.521743266
N01,603,2.50421346
N01,603,2.520313263
N01,603,2.523919678
N01,603,2.525566101
N01,603,2.521206919
N01,603,2.522757212
N01,603,2.523635356
N01,603,2.522741699
N01,603,2.523378754
N01,603,2.524185689
N01,603,2.524997203
N01,603,2.528659312
N01,603,2.515244548
N01,603,2.53049113
N01,603,2.52738088
N01,603,2.507674662
N01,603,2.523983002
N01,603,2.5344546
N01,603,2.516498311
N01,603,2.514120738
N01,603,2.526170349
N01,603,2.526437887
N01,603,2.521039836
N01,603,2.526195272
N01,603,2.52443924
N01,603,2.527081045
N01,603,2.522731018
N01,603,2.519200389
N01,603,2.522543844
N01,603,2.52728653
N01,603,2.528339132
N01,603,2.526119486
N01,603,2.525873566
N01,603,2.524483999
N01,603,2.525176493
