type,cycle,v1,v2,v7,v16,v17,v18,v21,v22,v23,v24,v25,v46,v47,v52,v53,v99
N01,815,2.916744995,2.897657267,2.893622589,2.896278381,2.895799001,2.895049286,2.89475886,2.897861226,2.906650798,2.88996048,2.878453318,2.891903687,2.900785828,2.89347585,2.894689178,2.896242778
N01,816,2.939022064,2.899314372,2.901852671,2.896154531,2.896075694,2.895540873,2.893996684,2.894004313,2.894165293,2.894414012,2.893061574,2.901988475,2.897334035,2.897957102,2.895681508,2.896037038
N01,817,2.900212351,2.901106008,2.888720703,2.900427246,2.899451955,2.897097524,2.897429911,2.89802653,2.900054677,2.899869283,2.896906026,2.896867371,2.898284912,2.898827362,2.89962031,2.893863678
N01,818,2.87407252,2.8446462,2.867587789,2.895731099,2.891013336,2.902902222,2.898368327,2.899360657,2.898838298,2.899349976,2.899935659,2.89136734,2.893647257,2.899144236,2.890849304,2.899379222
N01,819,2.873732503,2.871062724,2.866539764,2.866425323,2.867015839,2.86667099,2.869033051,2.868360647,2.864738719,2.863749441,2.86475118,2.864914958,2.865261332,2.861446126,2.863313548,2.864397176
N01,820,2.870460002,2.870939128,2.87045517,2.853588867,2.853713989,2.854754384,2.860282135,2.861804962,2.8639829,2.866097514,2.863979848,2.893141937,2.891515605,2.891194153,2.893433889,2.896242778
N01,821,2.892521922,2.898776245,2.896924591,2.897570546,2.89706192,2.896439107,2.897570546,2.897881317,2.895584361,2.895576477,2.896194712,2.896071116,2.895732625,2.897819519,2.895800527,2.895570374
N01,822,2.895582581,2.893597921,2.897711182,2.89982605,2.90007019,2.897632345,2.89662145,2.895517731,2.898929342,2.898957316,2.897813416,2.897913869,2.898253886,2.898070017,2.898462677,2.898669688
N01,823,2.896267446,2.895893351,2.898556773,2.897276815,2.898164113,2.898427073,2.898017375,2.896471659,2.896312205,2.899080912,2.897300212,2.897253672,2.897092946,2.897187297,2.897095998,2.897739156
N01,824,2.896364848,2.897368113,2.895673879,2.8972229,2.897443899,2.899360657,2.898675791,2.894287364,2.898604838,2.89805603,2.896830241,2.896967824,2.89537557,2.898059082,2.897012583,2.897241465
N01,825,3.087155406,3.092000071,3.089463298,3.092420451,3.092163849,3.091342926,3.089943949,3.08913091,3.090871429,3.092103577,3.092570496,3.088749186,3.088993327,3.09253184,3.091834513,3.090403239
N01,826,3.0910525,3.090233103,3.089124807,3.09000117,3.088195801,3.089656576,3.09069519,3.089206696,3.08724645,3.089763133,3.090930176,3.089542135,3.088384247,3.088507843,3.091015371,3.0881663
N01,827,3.091908773,3.091938273,3.092239634,3.090178935,3.089517466,3.092837779,3.091644541,3.092426554,3.091159058,3.091854604,3.092329152,3.090024312,3.09106013,3.090638224,3.089937846,3.091806793
N01,828,3.090239207,3.085266368,3.078863525,3.090367635,3.088922373,3.088912964,3.084660339,3.088359578,3.08746465,3.089693705,3.089311727,3.085172017,3.088705953,3.089676666,3.088481649,3.088259125
N01,829,3.091344452,3.088579051,3.091469828,3.090706126,3.087897491,3.089229838,3.090917969,3.090570068,3.089101664,3.089194234,3.089902242,3.090328979,3.089177195,3.08904597,3.089095306,3.087679291
N01,830,3.084372965,3.083007813,3.102840932,3.102710978,3.101152802,3.064689891,3.11782608,3.104745229,3.081177775,3.090409342,3.08692805,3.08624649,3.0872111,3.090700022,3.086408742,3.088341014
N01,831,3.087816874,3.086671448,3.088585154,3.087925212,3.086489105,3.088302358,3.086150614,3.088004049,3.086782837,3.088393656,3.087874095,3.088442993,3.089075216,3.088858795,3.087906647,3.086793772
N01,832,3.089498901,3.088198853,3.088865153,3.086583455,3.085821279,3.087133789,3.085997518,3.088512675,3.088712056,3.0883255,3.088823191,3.08631134,3.087479909,3.08805186,3.089324188,3.085855357
N01,833,3.09029185,3.087598928,3.090447998,3.089110819,3.089305623,3.090052287,3.090713755,3.089206696,3.087568156,3.090692139,3.090288798,3.089235942,3.089129384,3.088786316,3.089234416,3.088497162
N01,834,3.090022786,3.089596303,3.088761393,3.086611176,3.086523183,3.088824972,3.088425954,3.086206309,3.086973063,3.087784576,3.088620758,3.086500041,3.089837392,3.087297567,3.08914032,3.0876887
N01,835,3.087521617,3.089042918,3.089120229,3.088382721,3.090267181,3.088177236,3.089757029,3.088762919,3.089548238,3.089215851,3.089484914,3.089113871,3.087430573,3.086374664,3.088852692,3.088065847
N01,836,3.08856837,3.089503479,3.089970398,3.089869944,3.088144684,3.088121541,3.08875529,3.0876887,3.089670308,3.089576213,3.089246877,3.089001211,3.087756602,3.089293162,3.088970184,3.086045583
N01,837,3.090743256,3.091712443,3.09048818,3.100719961,3.087813822,3.086059316,3.104365031,3.094785563,3.100809733,3.123136139,3.034393311,3.068381246,3.07065684,3.081511434,3.08317337,3.088575999
N01,838,3.089928691,3.087070465,3.089542135,3.086767324,3.092830149,3.087636058,3.085379283,3.089061483,3.087214152,3.087920634,3.087830861,3.087633006,3.085757955,3.087623851,3.088439941,3.076011403
N01,839,3.084731547,3.094808706,3.073089854,3.087367249,3.091891734,3.093565877,3.089305623,3.088184865,3.086686961,3.087068685,3.085456594,3.087736511,3.058984121,3.084691366,3.084916941,3.072225698
N01,840,3.088575999,3.087331645,3.087752024,3.087061056,3.088650258,3.090237681,3.087531026,3.087713369,3.087747447,3.087881978,3.087585195,3.088407389,3.088053385,3.087957764,3.088442993,3.087073517
N01,841,3.088376617,3.087699382,3.089395396,3.090046183,3.089052073,3.090282694,3.09087321,3.086810557,3.09060262,3.090650431,3.089968872,3.091417185,3.091190084,3.089537557,3.089331818,3.079851278
N01,842,3.087934367,3.090304311,3.087682597,3.087606812,3.08872757,3.086747233,3.087526449,3.088050334,3.08824056,3.087905121,3.088320923,3.088390605,3.089314779,3.085894012,3.08843689,3.088172404
N01,843,3.089378357,3.090553029,3.086901855,3.087854004,3.089155579,3.088098399,3.088104502,3.087104289,3.088367208,3.0873408,3.08771642,3.088293203,3.088548279,3.086048635,3.087084198,3.086886342
N01,844,3.086645253,3.086952972,3.087609863,3.088566589,3.088101451,3.091593424,3.087115224,3.093970998,3.08753713,3.08008016,3.090231578,3.094328054,3.08233846,3.095201365,3.084626516,3.08861618
N01,845,2.573307292,2.574108124,2.57440033,2.574735769,2.574330648,2.574282837,2.573180644,2.574913534,2.57413737,2.574542491,2.574208577,2.573237864,2.573030599,2.573383077,2.573380025,2.575445302
N01,846,2.571509552,2.573005931,2.573738607,2.573024495,2.573483531,2.572842153,2.57288386,2.572341156,2.572263845,2.572273254,2.573279572,2.574469757,2.575537872,2.568215434,2.568128713,2.571168009
N01,847,2.580206299,2.578996023,2.576903025,2.574341583,2.576465352,2.57771759,2.576433055,2.575505575,2.576517995,2.578125763,2.576624552,2.576409912,2.576292419,2.574939728,2.576204173,2.57576828
N01,848,2.573905436,2.57525355,2.581382751,2.565671031,2.57031606,2.580951436,2.572661082,2.57326711,2.578360748,2.57542038,2.575721995,2.572783407,2.575069682,2.574404907,2.576323191,2.574069468
N01,849,2.575119019,2.576384989,2.574953715,2.574630483,2.57602946,2.572857412,2.57583313,2.575017039,2.576171621,2.577836609,2.575505575,2.571221924,2.575366465,2.577089945,2.576584371,2.578236898
N01,850,2.574378459,2.572828166,2.57864507,2.575823975,2.577830505,2.576698812,2.575414276,2.57615153,2.578056081,2.579322052,2.579370117,2.578201294,2.582489522,2.576833344,2.582453918,2.577008057
N01,851,2.576335653,2.575582886,2.576171621,2.576167043,2.574802144,2.571664174,2.575643158,2.571526591,2.569240316,2.577184296,2.578001912,2.5753479,2.575125122,2.574157461,2.575457509,2.576309204
N01,852,2.578264872,2.57810084,2.577929433,2.578280131,2.574950409,2.576946259,2.578085581,2.57902832,2.577362061,2.577878316,2.579204559,2.576408132,2.575896454,2.57814738,2.577562968,2.57640508
N01,853,2.575067902,2.574641418,2.574080149,2.571620941,2.567460887,2.572160339,2.577612559,2.584839122,2.583352153,2.577947998,2.57519633,2.57359492,2.576462301,2.572251638,2.573720042,2.572583771
N01,854,2.575067902,2.573460388,2.57726771,2.577171834,2.574927266,2.573734029,2.576576742,2.576366425,2.576364899,2.573523712,2.574639893,2.577711487,2.578454844,2.572399902,2.574248759,2.573849996
N01,855,2.578221385,2.575774384,2.579231008,2.577476501,2.576972453,2.575293732,2.576323191,2.575619761,2.576784007,2.577009583,2.574979909,2.576692708,2.576681773,2.57599233,2.574528503,2.580212402
N01,856,2.575091298,2.57275238,2.574022929,2.574701691,2.579179891,2.576298523,2.573417155,2.574721781,2.573299662,2.575483958,2.570404307,2.567856852,2.57391332,2.58041509,2.579787445,2.609151967
N01,857,2.597197978,2.592252858,2.522058614,2.569620514,2.580371857,2.576651001,2.573015086,2.572608693,2.575796,2.578407033,2.585721842,2.57677002,2.570526377,2.574599711,2.572552999,2.585891978
N01,858,2.574578094,2.574834696,2.575522614,2.57548701,2.585137431,2.583774058,2.572654978,2.569996134,2.569881694,2.569857025,2.570271301,2.576967875,2.579380798,2.574854787,2.574825287,2.617035675
N01,859,2.570535533,2.572348785,2.568736267,2.571542104,2.572525024,2.572937775,2.572308604,2.572481791,2.57221756,2.574564107,2.572639465,2.571818797,2.572375234,2.57314504,2.57429657,2.572795614
N01,860,2.573101807,2.573540751,2.572746277,2.573685964,2.574179077,2.573939514,2.573767853,2.574659983,2.573644257,2.574961344,2.574848429,2.57397817,2.573979696,2.574336751,2.57460734,2.570985413
N01,861,2.558240255,2.551648712,2.588029734,2.569653066,2.569484456,2.570954641,2.572491201,2.572670492,2.568632762,2.568969727,2.571344248,2.568849182,2.569442749,2.559840139,2.55284373,2.572786458
N01,862,2.571186574,2.570146179,2.57925415,2.571113841,2.573301188,2.569138336,2.571221924,2.57215093,2.570834096,2.57061437,2.571379598,2.572222137,2.570792389,2.571435293,2.570713552,2.571010335
N01,863,2.575321452,2.572916158,2.572330475,2.572373708,2.579612732,2.570850881,2.577827199,2.572195943,2.570404307,2.57265803,2.573415629,2.574081675,2.573226929,2.572636414,2.570711772,2.569142914
N01,864,2.574899546,2.574183909,2.570127614,2.573089345,2.579374695,2.571763102,2.576380412,2.583189901,2.580500031,2.580099742,2.581138357,2.591915894,2.579209391,2.573577881,2.575389608,2.573927307
N01,865,2.573511251,2.573836009,2.574188487,2.576433055,2.573737081,2.572297923,2.572877502,2.572118632,2.57774531,2.57938563,2.572076925,2.577329508,2.576980082,2.573242442,2.575562795,2.574361674
N01,866,1.827038193,1.828396861,1.821496328,1.819913483,1.8213974,1.822546005,1.822015762,1.821698888,1.821848806,1.821895218,1.822912343,1.82145462,1.821990967,1.821531932,1.82181015,1.821293894
N01,867,1.739635595,1.777622732,1.804549408,1.820247269,1.821276855,1.8202226,1.822467168,1.821725082,1.821802394,1.821558126,1.822630946,1.822100703,1.823357519,1.822533544,1.822212092,1.82133255
N01,868,1.824643707,1.814374669,1.820231883,1.819780477,1.821513367,1.82344106,1.822635651,1.821800868,1.821496328,1.821341705,1.821001689,1.820817693,1.821337128,1.820602798,1.82122434,1.82061526
N01,869,1.822025045,1.821069717,1.820370992,1.821769969,1.821139272,1.820986176,1.821306229,1.82089653,1.819052378,1.821108373,1.820281347,1.820122147,1.820681636,1.820034027,1.819757334,1.820306015
N01,870,1.818203735,1.819462077,1.823910904,1.822694397,1.822372818,1.821249008,1.823085403,1.822907639,1.824561691,1.824645233,1.821922938,1.821695709,1.822182719,1.822515106,1.822004954,1.826801682
N01,871,1.799899673,1.813020579,1.831343206,1.822239939,1.822813416,1.822017288,1.821221161,1.821853383,1.82045606,1.82149175,1.820853297,1.821439107,1.819727961,1.820616786,1.820370992,1.820474497
N01,872,1.809703191,1.818350601,1.820793025,1.821068192,1.819390996,1.821603012,1.821867371,1.8215566,1.821513367,1.821156311,1.821731313,1.821609243,1.82191213,1.821231969,1.822009532,1.82105573
N01,873,1.822363536,1.820565796,1.821284612,1.820194753,1.820633825,1.820544179,1.821893565,1.821919886,1.821485519,1.820414225,1.820751317,1.822677358,1.822720591,1.825147629,1.825597382,1.822889201
N01,874,1.821426773,1.821466955,1.826827876,1.824668376,1.820794551,1.821777725,1.822096125,1.821848806,1.821068192,1.822566096,1.82297109,1.822522736,1.822606277,1.822425334,1.822434616,1.821241252
N01,875,1.821417491,1.820952225,1.821589152,1.821273804,1.819915009,1.819140498,1.821488571,1.819621277,1.82028745,1.819989141,1.815667089,1.819775899,1.819662984,1.820742035,1.819942856,1.819952011
N01,876,1.823940277,1.824651337,1.832569122,1.819536209,1.820449829,1.820813115,1.824317424,1.82212855,1.822253799,1.821683375,1.821312332,1.822031148,1.821947734,1.821768443,1.823165894,1.820661545
N01,877,1.82289683,1.82247022,1.821433004,1.822797902,1.823139572,1.82313652,1.822365061,1.822607803,1.823561605,1.823287964,1.822141012,1.819806798,1.816197205,1.822358958,1.823951085,1.820494715
N01,878,1.821494802,1.816041183,1.831208801,1.823598735,1.825258891,1.823858388,1.823821259,1.823784129,1.823235448,1.821428299,1.82179629,1.821896744,1.821420542,1.820378749,1.820840963,1.819420242
N01,879,2.7065577,2.7069618,2.707114133,2.687188433,2.688052867,2.699480933,2.705240867,2.699465433,2.692370067,2.697349533,2.700681033,2.6973325,2.700646967,2.700915767,2.700451133,2.707086167
N01,880,3.333472933,3.3442754,3.3322334,3.333235167,3.333068067,3.333634667,3.336998233,3.334886667,3.3326632,3.3331136,3.3372332,3.334238433,3.3362396,3.331313067,3.3379641,3.336694067
N01,881,1.657540733,1.658134967,1.660361733,1.657737833,1.6608444,1.656095867,1.658034133,1.658501433,1.6588726,1.659714233,1.6566457,1.6588665,1.6648094,1.6583243,1.6578982,1.6584953
N01,882,1.659963067,1.662280133,1.6629964,1.660771167,1.661036933,1.662637567,1.661565367,1.663557033,1.658964267,1.658385467,1.661605067,1.662649767,1.6599983,1.6614737,1.6615393,1.6598517
N01,883,1.660694733,1.663347733,1.658072267,1.6611759,1.662002167,1.6628803,1.660904033,1.660981867,1.662765867,1.661591333,1.661268967,1.6613454,1.659657667,1.660531333,1.664777367,1.657633967
N01,884,1.658553433,1.662275567,1.6641099,1.665822067,1.660787933,1.661272033,1.658687833,1.660583233,1.6626986,1.660319,1.665652433,1.661681333,1.6620037,1.660485433,,1.6584053
N01,885,1.662060133,1.6629964,1.664193833,1.664736167,1.661294933,1.661545433,1.664270267,1.659860833,1.663060633,1.663488233,1.662449633,1.662332,1.662274033,1.662364167,1.6601785,1.664704
N01,886,2.573984,2.580682867,2.587986733,2.585452767,2.587591033,2.5916814,2.583607733,2.589581267,2.591450733,2.587923933,2.584011067,2.540382367,2.529599233,2.619256067,2.663682033,2.583610767
N01,887,2.5885381,2.586746467,2.591690567,2.590208933,2.589177933,2.589796433,2.5870641,2.585901867,2.587143433,2.5908137,2.588846567,2.586937433,2.589280167,2.588444767,2.587575767,2.582927933
N01,888,2.587830833,2.5872627,2.588339467,2.5887212,2.589830267,2.5892527,2.588654067,2.588163733,2.589996567,2.585571767,2.5855489,2.589197767,2.5867724,2.5873451,2.592457067,2.588858767
N01,889,2.590566233,2.588475267,2.587670367,2.589752167,2.588640333,2.5850634,2.5904045,2.590596767,2.5885335,2.586196633,2.589558133,2.588999167,2.591051967,2.589657567,2.590555567,2.5871007
N01,890,2.587033567,2.586214933,2.590060667,2.588643367,2.5914309,2.587841533,2.593333933,2.591166667,2.585724633,2.584136167,2.586572233,2.582648467,2.591278067,2.588481367,2.587901033,2.589955367
N01,891,2.6212369,2.6112925,2.613039633,2.6121981,2.613309967,2.622872667,2.6204778,2.607324467,2.598694833,2.5945816,2.583740733,2.610585267,2.609754433,2.610388167,2.608624267,2.6069608
N01,892,2.592379233,2.596113567,2.596729267,2.595673867,2.597314167,2.5978106,2.598519133,2.598325333,2.594910167,2.5964986,2.5967369,2.596984333,2.5969874,2.596490967,2.597234833,2.5971186
N01,893,2.596915433,2.598248767,2.604825567,2.5990537,2.596151733,2.596376267,2.596804033,2.595733367,2.595427933,2.597610467,2.598091633,2.595427933,2.596419,2.599282833,2.594920833,2.598647533
N01,894,2.5969444,2.5972974,2.594801567,2.5962603,2.599598933,2.596550467,2.598236567,2.5954661,2.5977432,2.5974103,2.5975723,2.5962237,2.596721633,2.598055,2.596069333,2.598064167
N01,895,2.5931231,2.593436167,2.5952629,2.596138,2.592835967,2.594076267,2.5954844,2.5953575,2.596231333,2.595606467,2.592561067,2.591750067,2.595429467,2.593711067,2.5931048,2.5943466
N01,896,2.614621967,2.579088333,2.538270033,2.588536567,2.616922233,2.599900033,2.550171133,2.560926533,2.586980167,2.549134033,2.639621733,2.601279167,2.596788767,2.6051816,2.593836433,2.594491567
N01,897,2.595672333,2.5927658,2.594439667,2.594270067,2.592693833,2.5914492,2.589654533,2.588617433,2.596173067,2.590164667,2.591267367,2.5921623,2.593138367,2.5950658,2.5925092,2.591365033
N01,898,2.596069333,2.589518467,2.5934499,2.5955897,2.5924235,2.5907328,2.594419833,2.590890233,2.5929199,2.5916613,2.591707333,2.591103867,2.5931643,2.595485933,2.594141867,2.5910367
N01,899,2.597039267,2.5947909,2.5910825,2.594928467,2.5954081,2.591051967,2.592564133,2.591093167,2.593828833,2.5959671,2.592892433,2.593685133,2.593590533,2.5934865,2.594841233,2.5926801
N01,900,2.563672867,2.5641632,2.561975833,2.560424033,2.561249033,2.563689667,2.563892867,2.562747167,2.5649175,2.5630221,2.564372233,2.5637751,2.5624738,2.565438333,2.566764067,2.561612433
N01,901,2.5598269,2.5521123,2.586815133,2.553263833,2.559006733,2.569776133,2.571453067,2.569377367,2.575609067,2.568793967,2.563029733,2.5668284,2.563054133,2.563426967,2.5652949,2.5575068
N01,902,2.5622111,2.5640363,2.564969633,2.564902233,2.564314267,2.566205067,2.5652491,2.563459,2.5636332,2.562759367,2.564320367,2.563130667,2.5639661,2.565096267,2.564609,2.561000033
N01,903,2.5627197,2.563759867,2.566467767,2.564801533,2.564864067,2.565888967,2.561439767,2.5673828,2.5645785,2.563066333,2.562537867,2.564366133,2.563659133,2.566025033,2.565258267,2.566670967
N01,904,2.563989,2.566348767,2.5642227,2.5646334,2.566991667,2.562449367,2.563813267,2.563891333,2.5649129,2.5661242,2.564150733,2.567785867,2.561432133,2.56449,2.565560633,2.564011867
N01,905,2.805263233,2.80348,2.8083056,2.8064509,2.806882967,2.806379433,2.8064168,2.808212267,2.8067619,2.805157467,2.805400067,2.8069623,2.8073837,2.804345933,2.806881433,2.804886867
N01,906,2.809969067,2.8149129,2.815012333,2.812947833,2.815167733,2.8136721,2.814615867,2.8138542,2.813894367,2.816779833,2.819854967,2.822841367,2.817857333,2.817635067,2.819726033,2.8233327
N01,907,2.843972,2.842265033,2.843522867,2.8442426,2.843295767,2.843752767,2.843784067,2.8454661,2.8446996,2.8423973,2.844990267,2.8436363,2.846658567,2.844171133,2.8443016,2.845994567
N01,908,2.841546867,2.8440483,2.846405,2.844695,2.845417767,2.844676433,2.844041933,2.8444852,2.845007567,2.844006333,2.845582567,2.846823367,2.844035833,2.843776167,2.843643933,2.846370933
N01,909,2.7786804,2.7807233,2.780263,2.780020367,2.780751267,2.7815643,2.7813807,2.780230433,2.780763733,2.779557267,2.778178133,2.7831965,2.781862633,2.782596567,2.781,2.781245667
N01,910,2.772472633,2.7738922,2.7737195,2.772093433,2.772993467,2.7741099,2.774616467,2.7741315,2.7724899,2.772859933,2.7726252,2.7721199,2.772712167,2.776225533,2.7759038,2.775002033
N01,911,2.830406433,2.830064367,2.828484833,2.831320433,2.825977067,2.8299352,2.828763067,2.8273562,2.830157467,2.831457233,2.831592533,2.832607767,2.832066567,2.831774367,2.830809,2.830721767
N01,912,2.829834233,2.831685867,2.8213211,2.8296819,2.8278956,2.825534033,2.836786633,2.830986267,2.833201567,2.857659133,2.818804167,2.807361833,2.832166267,2.847707867,2.820902733,2.8401896
N01,913,2.822359433,2.82957,2.8195053,2.821871433,2.824209567,2.824394467,2.7976003,2.801418533,2.845853167,2.853873667,2.8376462,2.825338233,2.824106833,2.825417567,2.823025,2.828147367
N01,914,2.8086057,2.810334267,2.8116076,2.809473133,2.8108879,2.810816433,2.810776,2.8116076,2.810918933,2.810410533,2.809443633,2.811139667,2.810365533,2.808933767,2.811873367,2.812610367
N01,915,2.8561246,2.891324867,2.869345333,2.868844833,2.868511933,2.868609867,2.866735067,2.8661148,2.864166767,2.866155233,2.867821733,2.868521367,2.867199933,2.8699735,2.8672185,2.870085367
N01,916,2.737928767,2.738691933,2.7368296,2.738362367,2.736642933,2.736372367,2.7368202,2.738982633,2.738730867,2.7361735,2.738134,2.739044933,2.737355033,2.7373301,2.737795,2.7384216
F06,917,-3.650804133,-3.656539133,-3.662406133,-3.6636988,-3.660433933,-3.6643313,-3.659511533,-3.6593437,-3.6628334,-3.666862467,-3.6651011,-3.662149533,-3.662840267,-3.657150767,-3.663720933,-3.6625282
N02,918,3.324780267,3.322696933,3.3401423,3.3210566,3.321772733,3.328607667,3.328673267,3.324564867,3.3301961,3.3413091,3.331893133,3.3156878,3.318626633,3.326542633,3.320844267,3.319813267
N02,919,3.326877333,3.331278967,,3.331509633,3.327624233,3.327590433,3.331338733,3.331433333,3.3336235,3.3320854,3.338327767,3.3249664,3.330051167,3.330521367,3.330303167,3.3337855
F06,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N02,921,3.3509468,3.348289233,3.360655967,3.360530833,3.353272733,3.349825533,3.343942233,3.344507333,3.350091267,3.348315167,3.3537539,3.356892633,3.3399574,3.3786237,3.393970467,3.350299067
N02,922,3.3705823,3.370411167,3.355482967,3.345003733,3.343201433,3.357341733,3.349439233,3.352968833,3.351489,3.3505053,3.350119,3.3585116,3.354933133,3.343937667,3.3316167,3.3559687
N02,923,3.328045633,3.3243113,3.333455633,3.329870833,3.328041067,3.330043533,3.3256416,3.327847033,3.3321589,3.3285619,3.334425333,3.3237691,3.3161476,3.370458467,3.331912967,3.327211733
N02,924,3.321577433,3.329866267,3.331344833,3.332749933,3.3290812,3.322721333,3.324354033,3.3287605,3.325100933,3.326794667,3.323747733,3.328971333,3.3299624,3.3208,3.331650267,3.3282122
N02,925,3.3203814,3.332746867,3.3445409,3.333131633,3.327310933,3.321882867,3.3395205,3.340297933,3.337272367,3.3318855,3.335348,3.330445067,3.331677733,3.3298098,3.3278745,3.3239049
N02,926,3.3083491,3.310265833,3.335934433,3.327349067,3.333942667,3.3386454,3.324731433,3.327508033,3.324575533,3.327598033,3.328128033,3.3892601,3.354455033,3.327641033,3.339801767,3.332389567
N02,927,3.333310433,3.335603067,3.325519533,3.341515333,3.3317403,3.3134885,3.325656867,3.327720367,3.327760033,3.331187433,3.3282519,3.323368833,3.330038933,3.3306971,3.3216232,3.337944533
N02,928,3.366983767,3.368928267,3.351352933,3.355235533,3.346735867,3.335402933,3.339888733,3.342676033,3.361050133,3.3485443,3.356477333,3.348553467,3.3545878,3.362366733,3.3546979,3.351247633
N02,929,3.344508867,3.335835233,3.357175167,3.344092033,3.339603167,3.340724167,3.344716633,3.342697367,3.339468633,3.333741233,3.342729667,3.3469406,3.3438278,3.3523244,3.353634867,3.3230283
N02,930,3.360205567,3.3385691,3.34667,3.3391098,3.336443067,3.349003833,3.341393267,3.343829333,3.3399269,3.3376434,3.3344711,3.3506917,3.3556755,3.349318433,3.341516867,3.334640733
F06,931,,,,,,,,,,,,,,,,
N02,932,3.331585933,3.341296867,3.340036767,3.3424914,3.3412328,3.3364095,3.338802833,3.341031133,3.34605,3.338527933,3.327550733,3.3435773,3.342952467,3.3369639,3.343009167,3.332991267
N02,933,3.379112467,3.347805,3.3703425,3.345433033,3.3299563,3.3158788,3.308756733,3.2992429,3.327552267,3.343537633,3.3407089,3.3432383,3.346851833,3.327373733,3.332632167,3.339401467
N02,934,3.317109933,3.3379046,3.329789967,3.338827233,3.350769533,3.339642833,3.314795933,3.327143067,3.3355939,3.335357133,3.332554367,3.325178767,3.338028433,3.334168733,3.3432566,3.329747233
N02,935,3.349648533,3.3367439,3.343896467,3.3551132,3.3368385,3.3437482,3.341808567,3.339693167,3.341313667,3.339539067,3.338837933,3.3463371,3.349990567,3.353805767,3.348736567,3.3489077
N02,936,3.368460833,3.342990867,3.3563184,3.3789108,3.3497248,3.336501033,3.349972267,3.3505175,3.348539733,3.346251667,3.345375033,3.347210933,3.353557067,3.352666467,3.347930133,3.340938033
N02,937,3.420082067,3.36253,3.351143633,3.401465333,3.402958933,3.362242867,3.385050933,3.367938467,3.381944267,3.387245667,3.384814167,3.380617,3.4035423,3.379624167,3.3930908,3.3841512
N02,938,3.308465067,3.3057678,3.3285146,3.3308942,3.3242472,3.3083567,3.328778833,3.331683833,3.324436433,3.329091867,3.328882567,3.321508533,3.3185913,3.319735433,3.329872367,3.328856633
N02,939,3.320534233,3.324581633,3.337008133,3.334772233,3.3420209,3.3320549,3.326991767,3.340989933,3.350735967,3.340582,3.329136133,3.327758533,3.353999833,3.2993698,3.3193077,3.319550567
N02,940,3.321536233,3.321537767,3.319503267,3.3213544,3.322336567,3.319981367,3.317491633,3.3119031,3.311066167,3.322347233,3.318961067,3.3296112,3.323882033,3.318677,3.322953533,3.3134595
N02,941,3.324616733,3.3222066,3.3174535,3.317206033,3.3245801,3.3196711,3.3189107,3.328012067,3.325818867,3.318434133,3.310331467,3.3225044,3.3232025,3.3194758,3.318631233,3.3199478
N02,942,3.316947933,3.3251986,3.3093648,3.309245533,3.302179967,3.302403,3.294586167,3.303015633,3.297956833,3.300150267,3.303658533,3.301927933,3.3106735,3.303401933,3.2993164,3.305234767
N02,943,3.410730233,3.3907173,3.360135133,3.390039033,3.390969333,3.388766967,3.383973933,3.382026667,3.394103467,3.386437733,3.3870211,3.379819733,3.3797526,3.392847933,3.391444367,3.395442933
N02,944,3.0668022,3.062062833,3.054241167,3.040925833,3.040935,3.037564067,3.038159933,3.032586667,3.029603567,3.026657333,3.029878467,3.0601964,3.055504333,3.053515867,3.058701067,3.059394567
N02,945,3.3651128,3.354653667,3.355099467,3.343755833,3.339655033,3.3282351,3.326570367,3.3357358,3.339966567,3.335294567,3.346777067,3.302569567,3.293193033,3.2806292,3.2855428,3.2357282
N02,946,3.110073333,3.112924933,3.091113,3.108434533,3.119854467,3.1272499,3.1526161,3.149365967,3.159721367,3.1537679,3.160811867,3.160792,3.179369067,3.130347433,3.1311981,3.121134433
N02,947,3.380111433,3.387821433,3.394085167,3.3905019,3.393387067,3.387792433,3.387792433,3.382963033,3.384749833,3.388637033,3.3909617,3.3845179,3.386034367,3.383743533,3.381977833,3.3999944
N02,948,3.2832181,3.264651733,3.288452133,3.305228667,3.296369933,3.295913433,3.267209867,3.293431333,3.304597967,3.3075869,3.282597833,3.293933867,3.288595833,3.275730867,3.292502833,3.290831733
F06,949,2.663510867,2.1693929,,,,,,,,,,,,,,
F06,950,0.6409556,0.6429686667,0.6421423333,0.6441951,0.6460615,0.6482089667,0.6455208333,0.6448198,0.6494415667,0.6432481667,0.649886,0.6459927667,0.6405279667,0.6761044667,0.6685394667,0.6331615333
F06,951,0.6386859667,0.6392129,0.6415894667,0.6412412333,0.6302138,0.6362422,0.6341635333,0.6369448333,0.6452093,0.6421423333,0.6426479333,0.6108348,0.6390113,0.6515553667,0.6355656,0.6442898333
N02,952,3.1835983,3.184352867,3.056267533,2.98641,2.9937627,2.9897125,3.020904,3.033470633,3.0260564,3.013592767,3.0169375,3.020052567,3.024058767,2.989077233,2.972682433,3.0824684
N02,953,3.114647133,3.127569833,3.172180667,3.185601533,3.181848633,3.1852183,3.135411067,3.135982,3.143872567,3.145751167,3.1477366,3.169324467,3.1577713,3.190955067,3.1884112,3.211609367
N02,954,3.2261037,3.2264979,3.228512033,3.223858133,3.226239267,3.2280904,3.220250433,3.215937267,3.217709067,3.219886267,3.217652867,3.211053467,3.211137133,3.208309667,3.2060778,3.209881333
