serial,type,cycle,value
SN 001,F01,2,1.2403554280566667
SN 001,F01,3,1.2279253641733334
SN 001,F01,3,1.2240221659333335
SN 001,F01,3,1.2260967254633333
SN 001,F01,3,1.22535311381
SN 001,F01,3,1.2261245727533334
SN 001,F01,3,1.2262280782033335
SN 001,F01,3,1.2274214426666668
SN 001,F01,3,1.2293383280433334
SN 001,F01,3,1.2297912597633334
SN 001,F01,3,1.2294186909966667
SN 001,F01,3,1.2286055246966667
SN 001,F01,3,1.2293893178300002
SN 001,F01,3,1.23201560974
SN 001,F01,3,1.2346806844066667
SN 001,F01,3,1.23735961914
SN 001,F01,3,1.2390136718733333
SN 001,F01,3,1.2408423105866668
SN 001,F01,3,1.2418207804333332
SN 001,F01,3,1.2431626637766666
SN 001,F01,3,1.2441225687633335
SN 001,F01,3,1.2472127278633331
SN 001,F01,3,1.2505779266333334
SN 001,F01,3,1.2527683258033333
SN 001,F01,3,1.25492172241
SN 001,F01,3,1.2567921956366668
SN 001,F01,3,1.25892384847
SN 001,F01,3,1.25971692403
SN 001,F01,3,1.25890223185
SN 001,F01,3,1.2592562357566666
SN 001,F01,3,1.2598327636700002
SN 001,F01,3,1.2600538889566666
SN 001,F01,3,1.2593705495166667
SN 001,F01,3,1.2573362986233334
SN 001,F01,3,1.2569993336966665
SN 001,F01,3,1.2547392527233332
SN 001,F01,3,1.2529771169
SN 001,F01,3,1.25314865112
SN 001,F01,3,1.2547826131166666
SN 001,F01,3,1.2586332956933333
SN 001,F01,3,1.2622535705533333
SN 001,F01,3,1.26371752421
SN 001,F01,3,1.2621994018533333
SN 001,F01,3,1.2626276652
SN 001,F01,3,1.2633449554433334
SN 001,F01,3,1.2625179290766666
SN 001,F01,3,1.26192741394
SN 001,F01,3,1.2623772939033333
SN 001,F01,3,1.2607711791966667
SN 001,F01,3,1.25828692118
SN 001,F01,3,1.2529847462966666
SN 001,F01,3,1.2428827921533334
SN 001,F01,3,1.2326540629066665
SN 001,F01,3,1.2484694163
SN 001,F01,3,1.24828707377
SN 001,F01,3,1.2425860087066667
SN 001,F01,3,1.2480242411266667
SN 001,F01,3,1.2458863576233334
SN 001,F01,3,1.24618314107
SN 001,F01,3,1.2420572916666666
SN 001,F01,3,1.2374771118133334
SN 001,F01,3,1.2359436035133333
SN 001,F01,3,1.23660990397
SN 001,F01,3,1.2378201802566666
SN 001,F01,3,1.2374801635733335
SN 001,F01,3,1.23830718994
SN 001,F01,3,1.2378728230766667
SN 001,F01,3,1.2342957814533333
SN 001,F01,3,1.2355787913
SN 001,F01,3,1.2367257436099999
SN 001,F01,3,1.2358554840066667
