serial,type,cycle,value
SN 010,F02,30,3.69195683797
SN 010,F02,30,3.6914482116666667
SN 010,F02,30,3.6901095072400003
SN 010,F02,30,3.691967519123333
SN 010,F02,31,3.692285919186667
SN 010,F02,31,3.692258199053333
SN 010,F02,31,3.6916150410966666
SN 010,F02,31,3.6895606994600003
SN 010,F02,31,3.691616566973333
SN 010,F02,31,3.6913276672333333
SN 010,F02,31,3.6894246419266663
SN 010,F02,31,3.6882883707666663
SN 010,F02,31,3.6920758565266665
SN 010,F02,31,3.69356282552
SN 010,F02,31,3.6917203267399996
SN 010,F02,31,3.69031194051
SN 010,F02,31,3.6888264973933333
SN 010,F02,31,3.68897781372
SN 010,F02,31,3.6918594360333334
SN 010,F02,31,3.6903058369933333
SN 010,F02,31,3.690815989173333
SN 010,F02,31,3.6927296956366664
SN 010,F02,31,3.6924962361633336
SN 010,F02,31,3.6922643025700004
SN 010,F02,31,3.6929878234833335
SN 010,F02,31,3.692004648843333
SN 010,F02,31,3.69072774251
SN 010,F02,31,3.692279815673333
SN 010,F02,31,3.6884801228833335
SN 010,F02,31,3.6879870096833334
SN 010,F02,31,3.6891710917133334
SN 010,F02,31,3.69462331136
SN 010,F02,31,3.6923477172833334
SN 010,F02,31,3.6923309326166662
SN 010,F02,31,3.69175415039
SN 010,F02,31,3.6879297892233334
SN 010,F02,31,3.68970921834
SN 010,F02,31,3.6945213317866665
SN 010,F02,31,3.6930234273266667
SN 010,F02,31,3.687852478026667
SN 010,F02,31,3.691700236
SN 010,F02,31,3.6900723775200004
SN 010,F02,31,3.68974609375
SN 010,F02,31,3.692816162106667
SN 010,F02,31,3.69283167521
SN 010,F02,31,3.69082209269
SN 010,F02,31,3.69266942342
SN 010,F02,31,3.6926091512033334
SN 010,F02,31,3.6910525004066668
SN 010,F02,31,3.69009246826
SN 010,F02,31,3.6904991149899997
SN 010,F02,31,3.69191335042
SN 010,F02,31,3.6926630655899997
SN 010,F02,31,3.694261678056667
SN 010,F02,31,3.68853734334
SN 010,F02,31,3.6892267862933332
SN 010,F02,31,3.6920865376766665
SN 010,F02,31,3.69001820882
SN 010,F02,31,3.6906458536766666
SN 010,F02,31,3.69135233561
SN 010,F02,31,3.69199066162
SN 010,F02,31,3.689158884683333
SN 010,F02,31,3.689263916013333
SN 010,F02,31,3.6900260925266664
SN 010,F02,31,3.6902887980133334
SN 010,F02,31,3.6930697123200003
SN 010,F02,31,3.69306818644
SN 010,F02,31,3.6946047465
SN 010,F02,31,3.6930435180633334
SN 010,F02,31,3.6873346964500002
SN 010,F02,31,3.688931528726667
SN 010,F02,31,3.6922381083166664
SN 010,F02,31,3.689319610593333
SN 010,F02,31,3.6889717102033335
SN 010,F02,31,3.6931579589833334
SN 010,F02,31,3.69219640096
SN 010,F02,31,3.692516326903333
SN 010,F02,31,3.69089787801
SN 010,F02,31,3.6897198994933333
SN 010,F02,31,3.68956375122
SN 010,F02,31,3.69188105265
SN 010,F02,31,3.6935907999666666
SN 010,F02,31,3.6921918233233333
SN 010,F02,31,3.6945922851533335
SN 010,F02,31,3.69208196004
SN 010,F02,31,3.6885482788066666
SN 010,F02,31,3.689073689776667
SN 010,F02,31,3.691086324053333
SN 010,F02,31,3.69142812093
SN 010,F02,31,3.6910509745266666
SN 010,F02,31,3.6906705220533333
SN 010,F02,31,3.68667780558
SN 010,F02,31,3.69208196004
SN 010,F02,31,3.6926940917966666
SN 010,F02,31,3.6955261230466667
SN 010,F02,31,3.6906504313133337
SN 010,F02,31,3.6891850789366667
SN 010,F02,31,3.691494496663333
SN 010,F02,31,3.69001820882
SN 010,F02,31,3.689908599853333
SN 010,F02,31,3.6880472819
SN 010,F02,31,3.6944099426266663
SN 010,F02,31,3.6934669494600003
SN 010,F02,31,3.6925394694
SN 010,F02,31,3.6894727071099997
SN 010,F02,31,3.693479410806667
SN 010,F02,31,3.68939844767
SN 010,F02,31,3.691322835283333
SN 010,F02,31,3.69199549357
SN 010,F02,31,3.6896319071433337
SN 010,F02,31,3.691355387366667
SN 010,F02,31,3.692562611896667
SN 010,F02,31,3.6930959065733333
SN 010,F02,31,3.69520289103
SN 010,F02,31,3.6880597432433335
SN 010,F02,31,3.6893165588366665
SN 010,F02,31,3.6943450927733332
SN 010,F02,31,3.68974304199
SN 010,F02,31,3.6957209269200004
SN 010,F02,31,3.691322835283333
SN 010,F02,31,3.6899332682266666
SN 010,F02,31,3.6942461649566667
SN 010,F02,31,3.6886843363433335
SN 010,F02,31,3.68857599894
SN 010,F02,31,3.6901387532533336
SN 010,F02,31,3.688334910073333
SN 010,F02,32,3.6909286499
SN 010,F02,32,3.69412867228
SN 010,F02,32,3.6965059916166667
SN 010,F02,32,3.68534520467
SN 010,F02,32,3.676050313313333
SN 010,F02,32,3.6884058634433337
SN 010,F02,32,3.6981262207
SN 010,F02,32,3.694504292803333
SN 010,F02,32,3.6938596089666667
SN 010,F02,32,3.7014419555633333
SN 010,F02,32,3.6911760965966667
SN 010,F02,32,3.68691736857
SN 010,F02,32,3.6943341573066664
SN 010,F02,32,3.687166341143333
SN 010,F02,32,3.686850992836667
SN 010,F02,32,3.6861150105766667
SN 010,F02,32,3.6945785522433336
SN 010,F02,32,3.6911885579400003
SN 010,F02,32,3.6889656066866667
SN 010,F02,32,3.6956357320133337
SN 010,F02,32,3.6911590576166664
SN 010,F02,32,3.6890752156566666
SN 010,F02,32,3.6880597432433335
SN 010,F02,32,3.69100443522
SN 010,F02,32,3.6888727823866665
SN 010,F02,32,3.687288411456667
SN 010,F02,32,3.693813323973333
SN 010,F02,32,3.69515050252
SN 010,F02,32,3.6951319376600003
SN 010,F02,32,3.689925638833333
SN 010,F02,32,3.687926737466667
SN 010,F02,32,3.6888974507633336
SN 010,F02,32,3.691961415606667
SN 010,F02,32,3.6882189432766666
SN 010,F02,32,3.689919281003333
SN 010,F02,32,3.6876408894833332
SN 010,F02,32,3.6885142008433336
SN 010,F02,32,3.6927050272599997
SN 010,F02,32,3.6912223815900003
SN 010,F02,32,3.692324574786667
SN 010,F02,32,3.694516499836667
SN 010,F02,32,3.69191970825
SN 010,F02,32,3.6918408711733335
SN 010,F02,32,3.6927884419733332
SN 010,F02,32,3.6915006001766666
SN 010,F02,32,3.68551076253
SN 010,F02,32,3.68565597534
SN 010,F02,32,3.69323348999
SN 010,F02,32,3.693092854816667
SN 010,F02,32,3.6943219502766667
SN 010,F02,32,3.6919754028300003
SN 010,F02,32,3.6928240458166663
SN 010,F02,32,3.6894571940099996
SN 010,F02,32,3.692534891763333
SN 010,F02,32,3.6866498311333333
SN 010,F02,32,3.691211700436667
SN 010,F02,32,3.69118372599
SN 010,F02,32,3.6928593953433335
SN 010,F02,32,3.6902114868133333
SN 010,F02,32,3.687324015296667
SN 010,F02,32,3.6889516194633334
SN 010,F02,32,3.6917775471999996
SN 010,F02,32,3.6931177775033333
SN 010,F02,32,3.6935503641733334
SN 010,F02,32,3.6901280721000003
SN 010,F02,32,3.690869903563333
SN 010,F02,32,3.6901466369600002
SN 010,F02,32,3.69190266927
SN 010,F02,32,3.686376190183333
SN 010,F02,32,3.6891960144033336
SN 010,F02,32,3.68934580485
SN 010,F02,32,3.69049758911
SN 010,F02,32,3.69440383911
SN 010,F02,32,3.6901250203433333
SN 010,F02,32,3.6914141337066666
SN 010,F02,32,3.6928426106766663
SN 010,F02,32,3.6927899678533334
SN 010,F02,32,3.68905054728
SN 010,F02,32,3.6873362223300004
SN 010,F02,32,3.6881988525366665
SN 010,F02,32,3.690795898436667
SN 010,F02,32,3.6924359639466666
SN 010,F02,32,3.69543940226
SN 010,F02,32,3.69369277954
SN 010,F02,32,3.6849494934066667
SN 010,F02,32,3.6898234049466665
SN 010,F02,32,3.69160893758
SN 010,F02,32,3.6868631998666666
SN 010,F02,32,3.6906552632633334
SN 010,F02,32,3.69308827718
SN 010,F02,32,3.6922086079899996
SN 010,F02,32,3.6883705139133336
SN 010,F02,32,3.6949246724433333
SN 010,F02,32,3.6893829345699998
SN 010,F02,32,3.6898468017566666
SN 010,F02,32,3.6919784545866667
SN 010,F02,32,3.6891062418600002
SN 010,F02,32,3.6886642456033334
SN 010,F02,32,3.6911389668766663
SN 010,F02,32,3.69162902832
SN 010,F02,32,3.69421819051
SN 010,F02,32,3.69368972778
SN 010,F02,32,3.68602396647
SN 010,F02,32,3.68923136393
SN 010,F02,32,3.6933077494299997
SN 010,F02,32,3.691054026283333
SN 010,F02,32,3.6911605834933336
SN 010,F02,32,3.6920974731433334
SN 010,F02,32,3.6911127726233333
SN 010,F02,32,3.6880381266266666
SN 010,F02,32,3.6930325826
SN 010,F02,32,3.69210357666
SN 010,F02,32,3.6898684183733335
SN 010,F02,32,3.68731765747
SN 010,F02,32,3.69137242635
SN 010,F02,32,3.69195836385
SN 010,F02,32,3.6885111490866667
SN 010,F02,32,3.6886393229166665
SN 010,F02,32,3.6922180175766663
SN 010,F02,32,3.69243291219
SN 010,F02,32,3.6933664957666665
SN 010,F02,32,3.6911885579400003
SN 010,F02,33,3.678733825683333
SN 010,F02,33,3.6900784810366667
SN 010,F02,33,3.69610265096
SN 010,F02,33,3.6937545776366667
SN 010,F02,33,3.6797477722166665
SN 010,F02,33,3.676993052163333
SN 010,F02,33,3.700359853106667
SN 010,F02,33,3.7060979207333333
SN 010,F02,33,3.6855461120600004
SN 010,F02,33,3.6781990051266664
SN 010,F02,33,3.6916536966933333
SN 010,F02,33,3.7051780700666668
SN 010,F02,33,3.70647201538
SN 010,F02,33,3.6892237345366667
SN 010,F02,33,3.66832733154
SN 010,F02,33,3.6789950052866667
SN 010,F02,33,3.6970812479633333
SN 010,F02,33,3.7054842631
SN 010,F02,33,3.7047871907533336
SN 010,F02,33,3.6961924235
SN 010,F02,33,3.68640569051
SN 010,F02,33,3.6883656819633335
SN 010,F02,33,3.6836402893033333
SN 010,F02,33,3.68755264282
SN 010,F02,33,3.6891960144033336
SN 010,F02,33,3.688073730466667
SN 010,F02,33,3.691380055743333
SN 010,F02,33,3.68485209147
SN 010,F02,33,3.6896937052400003
SN 010,F02,33,3.6977472941066667
SN 010,F02,33,3.689647165933333
SN 010,F02,33,3.68525416056
SN 010,F02,33,3.6853683471666665
SN 010,F02,33,3.6960810343399997
SN 010,F02,33,3.6950314839666665
SN 010,F02,33,3.69644266764
SN 010,F02,33,3.693225860593333
SN 010,F02,33,3.6837562561033335
SN 010,F02,33,3.6934638977033334
SN 010,F02,33,3.695547739663333
SN 010,F02,33,3.6918159484833333
SN 010,F02,33,3.6893875122066664
SN 010,F02,33,3.68542098999
SN 010,F02,33,3.699061330156667
SN 010,F02,33,3.6929723103833334
SN 010,F02,33,3.690132649736667
SN 010,F02,33,3.692133076983333
SN 010,F02,33,3.6905344645166664
SN 010,F02,33,3.688073730466667
SN 010,F02,33,3.6868741353333334
SN 010,F02,33,3.6903259277333333
SN 010,F02,33,3.696697743733333
SN 010,F02,33,3.701254781086667
SN 010,F02,33,3.6852958679166665
SN 010,F02,33,3.680486806233333
SN 010,F02,33,3.68846460978
SN 010,F02,33,3.691655222573333
SN 010,F02,33,3.6945228576633338
SN 010,F02,33,3.6884277343733336
SN 010,F02,33,3.6886548360166667
SN 010,F02,33,3.6904479980466665
SN 010,F02,33,3.69562505086
SN 010,F02,33,3.6925504048633333
SN 010,F02,33,3.6969698588033335
SN 010,F02,33,3.695138041176667
SN 010,F02,33,3.68383509318
SN 010,F02,33,3.68642120361
SN 010,F02,33,3.694392903643333
SN 010,F02,33,3.6935180664033336
SN 010,F02,33,3.688903808593333
SN 010,F02,33,3.692621358233333
SN 010,F02,33,3.6890413920066667
SN 010,F02,33,3.695757802326667
SN 010,F02,33,3.6873657226533334
SN 010,F02,33,3.6781061808266666
SN 010,F02,33,3.691553243
SN 010,F02,33,3.69299545288
SN 010,F02,33,3.6899703979466665
SN 010,F02,33,3.6912518819166666
SN 010,F02,33,3.691622924803333
SN 010,F02,33,3.6933695475233335
SN 010,F02,33,3.68870900472
SN 010,F02,33,3.688316345213333
SN 010,F02,33,3.69350713094
SN 010,F02,33,3.690814463296667
SN 010,F02,33,3.692825571693333
SN 010,F02,33,3.69400024414
SN 010,F02,33,3.6886021931933333
SN 010,F02,33,3.6880582173633334
SN 010,F02,33,3.6930450439433335
SN 010,F02,33,3.6895978291800002
SN 010,F02,33,3.687271372476667
SN 010,F02,33,3.6880366007466665
SN 010,F02,33,3.6959403991666666
SN 010,F02,33,3.7031115214
SN 010,F02,33,3.6953219095833334
SN 010,F02,33,3.6715782165500004
SN 010,F02,33,3.67545038859
SN 010,F02,33,3.6900276184066665
SN 010,F02,33,3.6949633280433334
SN 010,F02,33,3.6951441446933333
SN 010,F02,33,3.6933479309066666
SN 010,F02,33,3.693958536783333
SN 010,F02,33,3.68446884155
SN 010,F02,33,3.692114512123333
SN 010,F02,33,3.696322123206667
SN 010,F02,33,3.68684158325
SN 010,F02,33,3.6861968994133334
SN 010,F02,33,3.691177622476667
SN 010,F02,33,3.6918423970533336
SN 010,F02,33,3.69318110148
SN 010,F02,33,3.6920417785633335
SN 010,F02,33,3.688118489583333
SN 010,F02,33,3.68843231201
SN 010,F02,33,3.6890197753900003
SN 010,F02,33,3.6932907104466666
SN 010,F02,33,3.68755569458
SN 010,F02,33,3.68893763224
SN 010,F02,33,3.6977320353166667
SN 010,F02,33,3.6879407246900002
SN 010,F02,33,3.6873115539533337
SN 010,F02,33,3.6890630086233336
SN 010,F02,34,3.6927017211899997
SN 010,F02,34,3.694261678056667
SN 010,F02,34,3.69691721598
SN 010,F02,34,3.6922210693333333
SN 010,F02,34,3.6892964680966664
SN 010,F02,34,3.6928146362299996
SN 010,F02,34,3.6862154642733334
SN 010,F02,34,3.6866266886366663
SN 010,F02,34,3.69639180501
SN 010,F02,34,3.69347000122
SN 010,F02,34,3.6926554361966666
SN 010,F02,34,3.6895683288566667
SN 010,F02,34,3.6876144409166667
SN 010,F02,34,3.691819254556667
SN 010,F02,34,3.69259211222
SN 010,F02,34,3.6915176391599998
SN 010,F02,34,3.6908266703266666
SN 010,F02,34,3.6867024739566667
SN 010,F02,34,3.68974609375
SN 010,F02,34,3.6884028116833334
SN 010,F02,34,3.68634999593
SN 010,F02,34,3.68974939982
SN 010,F02,34,3.689736938473333
SN 010,F02,34,3.6862340291333333
SN 010,F02,34,3.6893829345699998
SN 010,F02,34,3.69102452596
SN 010,F02,34,3.6893488566066663
SN 010,F02,34,3.6892097473133334
SN 010,F02,34,3.68848317464
SN 010,F02,34,3.690718587236667
SN 010,F02,34,3.6869003295866665
SN 010,F02,34,3.687524922686667
SN 010,F02,34,3.687302144366667
SN 010,F02,34,3.6911249796533334
SN 010,F02,34,3.6901573181133336
SN 010,F02,34,3.6916908264133337
SN 010,F02,34,3.6906890869133333
SN 010,F02,34,3.6858243306466667
SN 010,F02,34,3.6888170878066666
SN 010,F02,34,3.6904495239233333
SN 010,F02,34,3.6899317423499998
SN 010,F02,34,3.686795298256667
SN 010,F02,34,3.688355000813333
SN 010,F02,34,3.689919281003333
SN 010,F02,34,3.689641062416667
SN 010,F02,34,3.69024098714
SN 010,F02,34,3.69023615519
SN 010,F02,34,3.6924560546866667
SN 010,F02,34,3.6906552632633334
SN 010,F02,34,3.6872759501133334
SN 010,F02,34,3.687286885576667
SN 010,F02,34,3.6910680135066665
SN 010,F02,34,3.692114512123333
SN 010,F02,34,3.6889345804833336
SN 010,F02,34,3.6870641072566666
SN 010,F02,34,3.6896705627433333
SN 010,F02,34,3.692037200926667
SN 010,F02,34,3.68750330607
SN 010,F02,34,3.6818486531566665
SN 010,F02,34,3.6885559082
SN 010,F02,34,3.68701171875
SN 010,F02,34,3.69756189982
SN 010,F02,34,3.6906272888166667
SN 010,F02,34,3.6774894714333333
SN 010,F02,34,3.689359792073333
SN 010,F02,34,3.697207895913333
SN 010,F02,34,3.6894602457666665
SN 010,F02,34,3.6839106241833335
SN 010,F02,34,3.6888943990066663
SN 010,F02,34,3.6922828674300003
SN 010,F02,34,3.6874135335266667
SN 010,F02,34,3.689570109046667
SN 010,F02,34,3.6909721374499997
SN 010,F02,34,3.68699010213
SN 010,F02,34,3.68523381551
SN 010,F02,34,3.6898684183733335
SN 010,F02,34,3.6925425211566667
SN 010,F02,34,3.69056854248
SN 010,F02,34,3.6914171854633335
SN 010,F02,34,3.6920789082833334
SN 010,F02,34,3.68972930908
SN 010,F02,34,3.68993021647
SN 010,F02,34,3.6888788859033337
SN 010,F02,34,3.68842595418
SN 010,F02,34,3.69040629069
SN 010,F02,34,3.6943697611466666
SN 010,F02,34,3.69418589274
SN 010,F02,34,3.6932599385566665
SN 010,F02,34,3.691344706216667
SN 010,F02,34,3.687837219236667
SN 010,F02,34,3.6876207987466665
SN 010,F02,34,3.6912333170566667
SN 010,F02,34,3.6921498616533333
SN 010,F02,34,3.68698679606
SN 010,F02,34,3.6905222574866667
SN 010,F02,34,3.6905408223466667
SN 010,F02,34,3.6915191650366665
SN 010,F02,34,3.689058430986667
SN 010,F02,34,3.68837509155
SN 010,F02,34,3.6910847981766666
SN 010,F02,34,3.6890365600566666
SN 010,F02,34,3.68798853556
SN 010,F02,34,3.6903350830066666
SN 010,F02,34,3.6908081054666666
SN 010,F02,34,3.690849812823333
SN 010,F02,34,3.6878186543766662
SN 010,F02,34,3.6867210388166667
SN 010,F02,34,3.6912859598766667
SN 010,F02,34,3.6906845092766667
SN 010,F02,34,3.6897895812966666
SN 010,F02,34,3.691635131833333
SN 010,F02,34,3.6902763366666664
SN 010,F02,34,3.684393056233333
SN 010,F02,34,3.684354400633333
SN 010,F02,34,3.6925425211566667
SN 010,F02,34,3.69366785685
SN 010,F02,34,3.6898157755533334
SN 010,F02,34,3.6886177062966667
SN 010,F02,34,3.6873949686666667
SN 010,F02,34,3.68815867106
SN 010,F02,34,3.687730407713333
SN 010,F02,34,3.68865178426
SN 010,F02,35,3.69193344116
SN 010,F02,35,3.6903521219866664
SN 010,F02,35,3.68697001139
SN 010,F02,35,3.6958384195933336
SN 010,F02,35,3.6918485005666666
SN 010,F02,35,3.68821436564
SN 010,F02,35,3.6937777201333333
SN 010,F02,35,3.6939168294266667
SN 010,F02,35,3.6900662740066665
SN 010,F02,35,3.6891171773266667
SN 010,F02,35,3.6919736226366666
SN 010,F02,35,3.6901542663566667
SN 010,F02,35,3.6919937133766667
SN 010,F02,35,3.685629781086667
SN 010,F02,35,3.690032196043333
SN 010,F02,35,3.6938474019366665
SN 010,F02,35,3.693717447916667
SN 010,F02,35,3.6874521891266667
SN 010,F02,35,3.6885729471833333
SN 010,F02,35,3.6839090983066667
SN 010,F02,35,3.6896891276033332
SN 010,F02,35,3.6923772176100003
SN 010,F02,35,3.6921638488766666
SN 010,F02,35,3.69374516805
SN 010,F02,35,3.6896303812633335
SN 010,F02,35,3.691268920896667
SN 010,F02,35,3.6925394694
SN 010,F02,35,3.6915763854966666
SN 010,F02,35,3.686722564696667
SN 010,F02,35,3.6871322631833334
SN 010,F02,35,3.688810984293333
SN 010,F02,35,3.6914667765266667
SN 010,F02,35,3.68825302124
SN 010,F02,35,3.6890937805166666
SN 010,F02,35,3.6954874674466667
SN 010,F02,35,3.695776367186667
SN 010,F02,35,3.689262390136667
SN 010,F02,35,3.6897153218566667
SN 010,F02,35,3.69216995239
SN 010,F02,35,3.6897972106933334
SN 010,F02,35,3.6903027852366668
SN 010,F02,35,3.6877057393366663
SN 010,F02,35,3.6861010233533333
SN 010,F02,35,3.6951410929333335
SN 010,F02,35,3.692304484046667
SN 010,F02,35,3.68976796468
SN 010,F02,35,3.691799163816667
SN 010,F02,35,3.6919830322233333
SN 010,F02,35,3.6907432556133335
SN 010,F02,35,3.693340301513333
SN 010,F02,35,3.68985443115
SN 010,F02,35,3.6883224487299997
SN 010,F02,35,3.6923400878900003
SN 010,F02,35,3.6911127726233333
SN 010,F02,35,3.688055165606667
SN 010,F02,35,3.6856821695933335
SN 010,F02,35,3.6913754781066666
SN 010,F02,35,3.69394302368
SN 010,F02,35,3.6999099731433334
SN 010,F02,35,3.6855539957666665
SN 010,F02,35,3.684765625
SN 010,F02,35,3.6845367431633336
SN 010,F02,35,3.6967595418266668
SN 010,F02,35,3.7003768920866666
SN 010,F02,35,3.6897013346333334
SN 010,F02,35,3.6851875305166666
SN 010,F02,35,3.6928779602033335
SN 010,F02,35,3.69401728312
SN 010,F02,35,3.6862495422333335
SN 010,F02,35,3.683324940996667
SN 010,F02,35,3.6919148763
SN 010,F02,35,3.6899363199866664
SN 010,F02,35,3.6844317118300003
SN 010,F02,35,3.6891263326
SN 010,F02,35,3.6924283345533335
SN 010,F02,35,3.6903335571266664
SN 010,F02,35,3.69595591227
SN 010,F02,35,3.6901250203433333
SN 010,F02,35,3.6895683288566667
SN 010,F02,35,3.6949277242
SN 010,F02,35,3.6924466451
SN 010,F02,35,3.6876887003566665
SN 010,F02,35,3.6869112650533333
SN 010,F02,35,3.68925476074
SN 010,F02,35,3.6914049784333334
SN 010,F02,35,3.692912038166667
SN 010,F02,35,3.6910817464166663
SN 010,F02,35,3.6889129638666662
SN 010,F02,35,3.6888928731266666
SN 010,F02,35,3.6930636088033335
SN 010,F02,35,3.6930620829233334
SN 010,F02,35,3.6927820841466663
SN 010,F02,35,3.6899332682266666
SN 010,F02,35,3.686636098223333
SN 010,F02,35,3.6884152730300004
SN 010,F02,35,3.6945986429833337
SN 010,F02,35,3.689922332763333
SN 010,F02,35,3.69368972778
SN 010,F02,35,3.695328267413333
SN 010,F02,35,3.6976036071766667
SN 010,F02,35,3.6888898213699997
SN 010,F02,35,3.677379608153333
SN 010,F02,35,3.6909055074033335
SN 010,F02,35,3.6945986429833337
SN 010,F02,35,3.6959635416666665
SN 010,F02,35,3.6876887003566665
SN 010,F02,35,3.68594970703
SN 010,F02,35,3.6883890787733336
SN 010,F02,35,3.69734242757
SN 010,F02,35,3.696781158446667
SN 010,F02,35,3.692910512286667
SN 010,F02,35,3.69145889282
SN 010,F02,35,3.692279815673333
SN 010,F02,35,3.6903198242166666
SN 010,F02,35,3.6984692891433335
SN 010,F02,35,3.69304962158
SN 010,F02,35,3.6680798848466667
SN 010,F02,35,3.68514429728
SN 010,F02,35,3.6993410746233333
SN 010,F02,35,3.688968658446667
SN 010,F02,35,3.6862604777000003
SN 010,F02,35,3.6943606058733334
SN 010,F02,36,3.689922332763333
SN 010,F02,36,3.6965771993
SN 010,F02,36,3.6918223063133335
SN 010,F02,36,3.68916041056
SN 010,F02,36,3.6917249043766662
SN 010,F02,36,3.6887507120766667
SN 010,F02,36,3.6920758565266665
SN 010,F02,36,3.6923477172833334
SN 010,F02,36,3.68866729736
SN 010,F02,36,3.69123942057
SN 010,F02,36,3.6915100097633333
SN 010,F02,36,3.687095133463333
SN 010,F02,36,3.69031041463
SN 010,F02,36,3.6933664957666665
SN 010,F02,36,3.6930371602366665
SN 010,F02,36,3.68872451782
SN 010,F02,36,3.690361531573333
SN 010,F02,36,3.69119008382
SN 010,F02,36,3.6877474466933333
SN 010,F02,36,3.6890413920066667
SN 010,F02,36,3.6894200642899997
SN 010,F02,36,3.689206695553333
SN 010,F02,36,3.6879653930633336
SN 010,F02,36,3.6898790995266664
SN 010,F02,36,3.688155619303333
SN 010,F02,36,3.6897338867166667
SN 010,F02,36,3.6895792643200003
SN 010,F02,36,3.6882746378566664
SN 010,F02,36,3.6903444925933333
SN 010,F02,36,3.6881617228166665
SN 010,F02,36,3.6870534261066665
SN 010,F02,36,3.6898869832333334
SN 010,F02,36,3.6928207397433335
SN 010,F02,36,3.693623097736667
SN 010,F02,36,3.6901171366366667
SN 010,F02,36,3.6893905639633333
SN 010,F02,36,3.689993540443333
SN 010,F02,36,3.6878959655733334
SN 010,F02,36,3.69259668986
SN 010,F02,36,3.6928532918266668
SN 010,F02,36,3.68583679199
SN 010,F02,36,3.6867210388166667
SN 010,F02,36,3.69027964274
SN 010,F02,36,3.688362630206667
SN 010,F02,36,3.695155080156667
SN 010,F02,36,3.6941101074200002
SN 010,F02,36,3.6911158243799997
SN 010,F02,36,3.6911003112766663
SN 010,F02,36,3.6907709757466667
SN 010,F02,36,3.68929494222
SN 010,F02,36,3.69283167521
SN 010,F02,36,3.6932428995766666
SN 010,F02,36,3.68782933553
SN 010,F02,36,3.69265238444
SN 010,F02,36,3.690873209633333
SN 010,F02,36,3.6915239969866667
SN 010,F02,36,3.6938611348466663
SN 010,F02,36,3.6924173990866667
SN 010,F02,36,3.687786102293333
SN 010,F02,36,3.6907928466766666
SN 010,F02,36,3.6886749267566667
SN 010,F02,36,3.6902315775533334
SN 010,F02,36,3.6923525492333336
SN 010,F02,36,3.69102300008
SN 010,F02,36,3.6875279744433334
SN 010,F02,36,3.68952509562
SN 010,F02,36,3.6903600056933334
SN 010,F02,36,3.6917294820133337
SN 010,F02,36,3.6895019531233335
SN 010,F02,36,3.68829015096
SN 010,F02,36,3.6932922363266667
SN 010,F02,36,3.6917928059866667
SN 010,F02,36,3.69009399414
SN 010,F02,36,3.6877443949366664
SN 010,F02,36,3.68892389933
SN 010,F02,36,3.6892206827766665
SN 010,F02,36,3.689591725666667
SN 010,F02,36,3.6859357198066665
SN 010,F02,36,3.6861968994133334
SN 010,F02,36,3.688342539466667
SN 010,F02,36,3.6875788370766664
SN 010,F02,36,3.6870519002266664
SN 010,F02,36,3.68893915812
SN 010,F02,36,3.6910817464166663
SN 010,F02,36,3.6929397583
SN 010,F02,36,3.690868377683333
SN 010,F02,36,3.6881525675433333
SN 010,F02,36,3.6902455647766668
SN 010,F02,36,3.6906768798800003
SN 010,F02,36,3.6884925842266667
SN 010,F02,36,3.6887229919433335
SN 010,F02,36,3.690619659423333
SN 010,F02,36,3.6902130126933335
SN 010,F02,36,3.691129811603333
SN 010,F02,36,3.6901466369600002
SN 010,F02,36,3.6859820048
SN 010,F02,36,3.689959462483333
SN 010,F02,36,3.69083913167
SN 010,F02,36,3.6913291931133334
SN 010,F02,36,3.6905654907199996
SN 010,F02,36,3.6922472635899997
SN 010,F02,36,3.690381622313333
SN 010,F02,36,3.6898991902666665
SN 010,F02,36,3.687813822426667
SN 010,F02,36,3.6879839579233336
SN 010,F02,36,3.6916506449366664
SN 010,F02,36,3.6910631815566664
SN 010,F02,36,3.6892082214333333
SN 010,F02,36,3.6897600809699997
SN 010,F02,36,3.69099222819
SN 010,F02,36,3.6897137959766666
SN 010,F02,36,3.6900815327933336
SN 010,F02,36,3.68967208862
SN 010,F02,36,3.6892608642566667
SN 010,F02,36,3.691641489663333
SN 010,F02,36,3.690777333576667
SN 010,F02,36,3.68921279907
SN 010,F02,36,3.6896550496400002
SN 010,F02,36,3.6905268351233333
SN 010,F02,36,3.68929011027
SN 010,F02,36,3.6914899190266666
SN 010,F02,36,3.6881306966133334
SN 010,F02,37,3.6893829345699998
SN 010,F02,37,3.6848706563299998
SN 010,F02,37,3.6897524515766666
SN 010,F02,37,3.6928006490066663
SN 010,F02,37,3.6896054585766667
SN 010,F02,37,3.6918579101533333
SN 010,F02,37,3.693479410806667
SN 010,F02,37,3.695213826496667
SN 010,F02,37,3.6977752685533334
SN 010,F02,37,3.6846728006966667
SN 010,F02,37,3.6873995463033333
SN 010,F02,37,3.6913106282533334
SN 010,F02,37,3.690338134763333
SN 010,F02,37,3.6837453206366666
SN 010,F02,37,3.68921763102
SN 010,F02,37,3.692534891763333
SN 010,F02,37,3.687449137366667
SN 010,F02,37,3.6873085021966667
SN 010,F02,37,3.69049123128
SN 010,F02,37,3.693737538653333
SN 010,F02,37,3.6914543151833334
SN 010,F02,37,3.69330622355
SN 010,F02,37,3.6897694905566665
SN 010,F02,37,3.6893519083633333
SN 010,F02,37,3.6921948750799998
SN 010,F02,37,3.6892206827766665
SN 010,F02,37,3.689937845863333
