serial,type,cycle,value_min,value_median,value_std_overall,rolling_mean_last15,rolling_std_last15,rolling_slope_last15,delta_from_roll_mean,diff1_mean,diff1_max,diff1_min,diff1_std,diff2_mean,diff2_max,diff2_min,diff2_std,num_peaks,mean_peak_prominence,mean_peak_width,zero_crossing_rate,lag1_autocorr,std_roll_mean15_series,range_roll_mean15_series,std_roll_std15_series,severity_score,severity_weighted_delta,severity_weighted_std,risk_weighted_trend
SN 002,F01,40,2.265043385823333,2.3463545481350003,0.030740765867446274,2.303822123208222,0.0027148352890416783,-0.0004527646019047632,0.0007232157384446936,-0.0004767026454545453,0.018294779460000132,-0.019478861489999666,0.006198673423934223,5.773756236111168e-05,0.02208048502666582,-0.023154703773333285,0.0068468923653763935,8.0,0.021599769591666873,5.284544853849607,5.0,0.9796879816240728,0.028272915852029127,0.08981952243377789,0.006099593950055585,1,0.0014464314768893871,0.004072252933562517,-0.0009055292038095264
SN 002,F01,31,2.258739471433333,2.3039826711,0.01609802131988997,2.2824486965582222,0.00588865506681353,0.0009377025422261994,-0.0005929226348890815,-0.0001983768684022038,0.009191385906666127,-0.011344909666667125,0.003264734615718248,-3.363503347222722e-05,0.012808736170000223,-0.013179524736666615,0.0038699382492560913,8.0,0.010736560821666796,4.786910218802307,3.0,0.9795060546207204,0.015463004246933601,0.04754930284311154,0.0032622592387542707,1,-0.001185845269778163,0.008832982600220295,0.0018754050844523988
SN 011,N01,33,1.8511824289933332,1.861465263365,0.001890817614852902,1.8612094370504444,0.0005075996091808945,2.656437107141759e-05,0.0003099314362224881,-1.2904816253415172e-06,0.011769994100000014,-0.012904612223333167,0.00231069036896642,-2.2310680833329914e-05,0.019536081953333673,-0.02467460632333318,0.0034965037612550566,16.0,0.0029470125837499916,2.294279192005831,43.0,0.2594465811191809,0.00046909587329911916,0.0016828918451108343,0.0012327075261375133,0,0.0003099314362224881,0.0005075996091808945,2.656437107141759e-05
SN 020,N01,270,3.047348276773333,3.0504684448216666,0.0011510520478915497,3.050574781628,0.0015817110264931397,9.860629136903632e-05,7.498847199993719e-05,7.681938567497796e-06,0.003856404623333365,-0.004792022703333565,0.0015789260329570108,3.910064722223439e-06,0.006933085120000904,-0.007387288413333248,0.0026840851468465264,32.0,0.002251601218958385,1.8801964811600855,59.0,0.0648233221728921,0.00031282559196486404,0.0012347920728887907,0.00020857372062796275,0,7.498847199993719e-05,0.0015817110264931397,9.860629136903632e-05
SN 009,F02,13,3.063150278726667,3.0661823272683333,0.0009498652355343638,3.0652650282104448,0.0005925809651323854,-3.3443995940472614e-05,-5.430433377817678e-05,-9.121645234160314e-06,0.004855346679999872,-0.003127034506666515,0.0012146762864988687,-3.390842000002466e-06,0.0076362609866662545,-0.006688690186666513,0.0019796920358880806,33.0,0.0015409219143434475,1.971126233365612,45.0,0.18573647059439063,0.0004006052044236642,0.0015952724875556434,0.00027879567767415944,2,-0.00016291300133453035,0.0011851619302647707,-0.00010033198782141784
SN 049,N01,371,1.8006235666666666,1.80255125,0.0009416429679505916,1.8034098599999997,0.0006730145420726639,-9.762380952368523e-06,-0.00026159333333297674,1.3246556473831018e-05,0.0023413333333330844,-0.0027081666666666226,0.0008947222203885363,-1.4303055555557147e-05,0.0039377666666668976,-0.0030316666666665437,0.0014535677751376498,29.0,0.0013347436781609148,2.1341314684111534,33.0,0.5492872301281319,0.0005904936557667953,0.0016422311111110588,0.0002273681511457315,0,-0.00026159333333297674,0.0006730145420726639,-9.762380952368523e-06
SN 028,F03,101,3.30213648478,3.3091931660950005,0.004216086199157628,3.3062739902053333,0.0015121109500987459,2.3765564035728632e-05,-0.0005773756219999981,-6.247065939394253e-05,0.0037534077966663304,-0.004989878336666642,0.0016112522934409372,-2.046797008333397e-05,0.006319427489999363,-0.005085754396666697,0.0024285802067241543,23.0,0.002859928296956505,2.5410436758171198,7.0,0.9270878613232499,0.003715376121279793,0.011428697374221919,0.0005062602576503283,3,-0.0023095024879999926,0.0037802773752468647,9.506225614291453e-05
SN 001,F01,4,1.2189982096333334,1.2262736638366667,0.00405158296589712,1.231703414915111,0.004362555399684484,0.0006043188911904838,0.0029293314615559396,9.884374528925729e-05,0.006645456949999851,-0.00511525471999974,0.0017062488704728076,-2.872678969444246e-05,0.006045786540000098,-0.004918924966666793,0.002136755710170456,13.0,0.004901201297179551,3.738041824458896,13.0,0.9103791834774995,0.0025284183309659267,0.008557289970888782,0.001002293665027108,1,0.005858662923111879,0.006543833099526726,0.0012086377823809676
SN 048,N01,425,2.7184003,2.727587616666667,0.0032344173576914557,2.727606555555555,0.0014575208754898318,-8.897523809523149e-05,-0.0022566222222217824,-0.00012383994490358215,0.010275000000000034,-0.018020633333333702,0.003173013351802237,-8.06763888888895e-05,0.008866866666666251,-0.028295633333333736,0.004701224643635274,27.0,0.004192117283950648,2.3502213884349223,53.0,0.4906014438952089,0.0004338619698263228,0.002523464444444734,0.0010065688696830393,0,-0.0022566222222217824,0.0014575208754898318,-8.897523809523149e-05
SN 036,N01,106,2.8103505452466666,2.8192721048966667,0.001878022071084657,2.819872860377111,0.0043264685834040455,0.00036160423647618414,-0.0016169908304441982,-2.5031980440746004e-06,0.008297983803333686,-0.005722808836667426,0.0018585414064404917,-1.740349661110511e-05,0.010217793779999873,-0.006617482500000271,0.002671905259348567,28.0,0.0024922053021428437,2.0302875367216293,42.0,0.5134137645979722,0.0006705586710893943,0.002691277397777636,0.0009235980097175691,0,-0.0016169908304441982,0.0043264685834040455,0.00036160423647618414
SN 053,N01,485,3.1096331278466667,3.1233868916816663,0.003996957326711359,3.121781463621111,0.002598633028089334,3.659021283332223e-05,0.005083923338888852,3.600948112947953e-05,0.017953236896667057,-0.026157887776666833,0.005506485398680273,1.2081993916664608e-05,0.03063201904333379,-0.041495005290000275,0.008417985777552196,29.0,0.007036441496091965,2.3500285271970927,49.0,0.055419471819608344,0.000921610700171665,0.003204413520888849,0.002261188572453026,0,0.005083923338888852,0.002598633028089334,3.659021283332223e-05
SN 034,N01,67,4.272626241046667,4.279223124185,0.0029822752822640038,4.278800014917778,0.0024472176161787116,-0.0002341860817023303,-0.003927680121110555,-3.606622870522728e-05,0.012706502276666143,-0.012554931639999545,0.004125511833201935,-2.4638705777779712e-05,0.017472330726666208,-0.025261433916665688,0.006861197933405896,33.0,0.00545973344272718,1.937805529111609,55.0,0.04292190456944297,0.0007023335862752459,0.0027378336591121766,0.0005710795215554422,0,-0.003927680121110555,0.0024472176161787116,-0.0002341860817023303
SN 049,N01,417,1.654018,1.6739571166666667,0.013349458999795364,1.6945009355555556,0.004975698231504559,0.0009336816666666691,0.009912264444444485,0.00037764876033057943,0.006660066666666742,-0.005739699999999903,0.0022937777452839703,9.249444444444273e-06,0.00450689999999998,-0.005769166666666603,0.0017985712952789277,6.0,0.012649583333333362,5.032235494184068,3.0,0.9850664412170417,0.011289384095586878,0.03476510444444458,0.0024725795739845464,0,0.009912264444444485,0.004975698231504559,0.0009336816666666691
SN 045,N02,44,3.0478607,3.0767083333333334,0.015770227564091938,3.0764843422222223,0.0022089065608143616,0.00020178488095239205,-0.0002662088888887304,7.028071625344514e-05,0.008791599999999455,-0.008851899999999802,0.0030404335759331934,1.7016666666721155e-06,0.008991500000000485,-0.011287666666665697,0.0035658544044769496,7.0,0.012493819047618957,6.364445096789937,2.0,0.9815273702841137,0.015006712089026958,0.04998002222222242,0.002624297434752258,0,-0.0002662088888887304,0.0022089065608143616,0.00020178488095239205
SN 024,F03,7,2.3844846089666665,2.3930979410783335,0.002440836874731622,2.393483140731555,0.0013040565460713876,-2.341134209523643e-05,0.001109653048444681,3.6921645647381886e-05,0.012358856200000101,-0.007594553630000167,0.002365131430042154,-1.973046194447825e-06,0.014183044433333514,-0.010060119630000308,0.003499258978016307,23.0,0.003517836419130413,2.951894851922747,31.0,0.5308483187661927,0.0010893263163694374,0.003844367133110982,0.0011060771104433986,3,0.004438612193778724,0.003260141365178469,-9.364536838094572e-05
SN 028,F03,85,1.7523145039866668,1.7844081242866667,0.010324517268405192,1.7863694084997777,0.002485529701755864,-0.00013202621828571664,0.003649308946888974,7.150403068870686e-05,0.005611292519999811,-0.007647196453333338,0.0025417792922695875,1.4324188222221885e-05,0.009706370033333966,-0.007139968873333125,0.0024209639650588075,6.0,0.011635123359444536,10.05973390578641,7.0,0.9698679225265064,0.008595427855814361,0.030671149359111194,0.0034556762386643088,3,0.014597235787555896,0.00621382425438966,-0.0005281048731428665
SN 055,N01,527,3.05249404907,3.1658353169750004,0.01898591393209051,3.168497331406,0.004980919823003942,0.00033277874903569875,0.0018510267473335063,4.643001504132307e-05,0.06734822591333378,-0.07330830891999973,0.01596616731618674,0.0006586456298888876,0.07752304077333294,-0.0823827107699997,0.02178170538114346,21.0,0.022687433636031703,2.6552704524516044,38.0,0.6491460476477684,0.005291981194596629,0.0349249267582219,0.007319301100562493,0,0.0018510267473335063,0.004980919823003942,0.00033277874903569875
SN 016,F02,179,2.8126289367666666,2.8153032938616667,0.0010141241462599867,2.814723324244,0.0007762445060039841,-5.851109823808352e-05,-0.0016600206173329468,-3.5183488842969934e-05,0.0023434956866665857,-0.002434794110000027,0.0009714789481206454,-1.1683570000002123e-05,0.0038523356099999795,-0.0035230000799999495,0.001566056915412823,30.0,0.0014822981094444318,2.450698412979498,47.0,0.5275700671571362,0.0005470283944991187,0.002013024224888582,0.0001124216347808181,2,-0.0049800618519988404,0.0015524890120079682,-0.00017553329471425055
SN 001,F01,6,1.1823451995833334,1.2228473663316666,0.020187057460790858,1.2228952874057777,0.005051564946781173,-6.771814261903319e-05,0.005458340114222304,3.4110539531681915e-05,0.015897369383333748,-0.008537673950000269,0.004215046646215547,-3.7479400555614125e-06,0.014648310339999915,-0.021407953899999832,0.004625785889139941,6.0,0.01895701090500009,4.508925708640213,6.0,0.9783623695006247,0.019293699307087825,0.06558764139755557,0.005179407200762535,1,0.010916680228444609,0.00757734742017176,-0.00013543628523806638
SN 005,F01,101,1.1828259785966668,1.2086907068866668,0.016739190998359015,1.2032132042764445,0.007464023749897133,-0.001416130066011905,-0.004035525853111288,-0.0003435056071625348,0.009315236409999983,-0.008246994016666731,0.003809199620179238,-4.508760250003056e-06,0.01021792094000018,-0.009714126586666705,0.003787910380287443,12.0,0.011990473004999946,5.449152921513466,7.0,0.9739858491648906,0.012769051041782704,0.043281461926888865,0.0036853067854214095,1,-0.008071051706222576,0.0111960356248457,-0.00283226013202381
SN 054,N01,499,2.73192316691,2.7378688812250003,0.0023184310197915184,2.7373720296211115,0.001027582490818255,-7.855551583331653e-05,-0.00232869466111163,-2.557633663911518e-05,0.008619944253333234,-0.010405476886666598,0.002869901413154261,-2.3901197638894386e-05,0.015356445309999245,-0.015530649820000075,0.004244687895602339,25.0,0.004424550374533336,2.406609579262377,45.0,0.23486995447144524,0.0006103180787667625,0.002714623345111633,0.0011292051045485615,0,-0.00232869466111163,0.001027582490818255,-7.855551583331653e-05
SN 044,N01,236,2.522399366666667,2.5873435833333334,0.01601766203528675,2.5867461977777775,0.001223818486866883,-0.00010668702380952472,0.00014673555555555495,5.132286501377422e-05,0.04442596666666665,-0.05825603333333307,0.01101422549641967,-0.0001427947222222281,0.057839199999999646,-0.06730703333333299,0.013124213777996378,9.0,0.0251523666666665,2.489550923296312,50.0,0.7653603894922253,0.004924137786220639,0.03292044888888945,0.013646581322870874,0,0.00014673555555555495,0.001223818486866883,-0.00010668702380952472
SN 024,F03,19,2.375906880693333,2.417658869425,0.015127006957672358,2.43605755276,0.007693067822670034,-0.0003787067958452453,0.009035983616666687,0.0005158731760055086,0.022674051919999716,-0.018307240803333347,0.006320460531569829,-5.4516262444441e-05,0.030470021566666894,-0.026569620766665913,0.009220185096040102,17.0,0.012982581643921598,3.666019301035639,13.0,0.9102442188209277,0.011505920920520432,0.047385660807333085,0.0025016221889158884,3,0.03614393446666675,0.019232669556675085,-0.0015148271833809812
SN 045,N02,7,3.3078725,3.3231903,0.005290398531348628,3.323504862222222,0.002053185473100607,0.0001595794047619067,0.00010377111111115056,7.597499999996889e-06,0.02069243333333315,-0.018598433333333553,0.006147565487677824,-4.3036414565826145e-05,0.02940596666666595,-0.027860233333333095,0.009669001282237593,31.0,0.008293964516128977,1.798076808311936,54.0,0.3303917628148122,0.001534971690168192,0.005859597777778003,0.0021948894170088734,0,0.00010377111111115056,0.002053185473100607,0.0001595794047619067
SN 042,N01,257,2.8388867666666666,2.8446056166666667,0.0017415090358181627,2.8468906311111106,0.0005880168744863716,-3.147880952381372e-05,-0.0005771644444441115,3.3458126721766216e-05,0.006310266666667008,-0.0039642333333334,0.0015771049442613624,1.129777777777452e-05,0.006327533333333246,-0.00895946666666747,0.0025079038105189026,30.0,0.002193165555555658,2.5158435489849333,35.0,0.5885408823365222,0.0011019397736185506,0.004284662222222124,0.00034971049053769004,0,-0.0005771644444441115,0.0005880168744863716,-3.147880952381372e-05
SN 038,N01,134,2.5409098307266667,2.5558596293116667,0.0028373745045486842,2.555485721162222,0.0009088585768694372,-2.665383470236466e-05,-0.0012198723688885416,-1.4844742038567957e-05,0.017746225993333642,-0.02862091064666661,0.0038831564090074204,-2.8398302777491815e-07,0.03069076538333304,-0.03407287597999975,0.006041751748411365,22.0,0.003947760841818198,2.2132070124295224,49.0,0.06970817326997526,0.0006001049089686392,0.0027570258244447032,0.002171096125588188,0,-0.0012198723688885416,0.0009088585768694372,-2.665383470236466e-05
SN 035,N01,81,2.761027781166667,2.769410069781667,0.002541346022208277,2.7692024230935552,0.0008255900002395604,-0.00010718209415476106,-0.0014333089202218652,1.245503909091078e-05,0.006871032713334113,-0.014108784993333234,0.0027741667081780425,-2.9640197749999004e-05,0.017869822183333106,-0.011126963296666847,0.004002625898727939,25.0,0.004496256510400016,2.772166071479518,48.0,0.4031511667295567,0.0009859618265471105,0.004025641547555914,0.001063993061214127,0,-0.0014333089202218652,0.0008255900002395604,-0.00010718209415476106
SN 011,N01,18,1.85441932678,1.8607131322216668,0.0014289787506328948,1.8606877729613334,0.000668488720980099,3.185635523809048e-05,-0.0005612776013332876,-1.623820994490206e-05,0.005235799153333165,-0.012702051800000058,0.0018024229408543783,-1.3474358472222633e-05,0.017937850953333223,-0.014600245160000025,0.003061622383119101,24.0,0.0020956887137500066,2.4873542816352328,41.0,0.20796195460146308,0.0006352681709996113,0.0025813378228889405,0.0008279899831923233,0,-0.0005612776013332876,0.000668488720980099,3.185635523809048e-05
SN 016,F02,163,2.8008621215800003,2.820916112261667,0.006472631347750432,2.8209305487724445,0.002906952935839239,2.4659293000016202e-05,0.0012084282775557398,8.993437796146283e-06,0.01942164102999966,-0.019791158039999868,0.004958924612061574,-8.860694027779115e-06,0.020217641189999913,-0.025303395586665722,0.006104524193081174,13.0,0.010993683643846043,2.61268626312222,41.0,0.7089133889343495,0.0018668266944629334,0.013722483317332834,0.004440204176599036,2,0.0036252848326672193,0.005813905871678478,7.397787900004861e-05
SN 026,F03,95,2.59042739868,2.594121170043333,0.0055294768216710005,2.596769561765778,0.0009638877911861456,7.807141263093753e-05,-0.0009240214024446303,-2.8756301928372875e-05,0.0047935485833336955,-0.005974578856666302,0.0014037355398621072,-2.6533338611097373e-06,0.007071940103333674,-0.00575790405333354,0.0018510635971612272,10.0,0.004090576172333371,4.00579858622922,9.0,0.9680041716231774,0.005138222041977859,0.016987609863332587,0.0019435657899705484,3,-0.003696085609778521,0.002409719477965364,0.00031228565052375014
SN 057,N01,564,2.817698669433333,2.8217085520416667,0.0011946688537742202,2.8210407511377777,0.0012420794169802536,4.075277426191594e-05,0.0006775919588890567,-6.55539438016297e-06,0.005085754396666697,-0.004037729896666953,0.001517487120446546,-8.085038944442384e-06,0.007055918370001191,-0.007677968346666564,0.002420644938976253,28.0,0.002214250110714316,2.052946925153896,36.0,0.19826612866868273,0.0005029808609069526,0.0017694261344445295,0.0002624723286987344,0,0.0006775919588890567,0.0012420794169802536,4.075277426191594e-05
SN 029,F03,119,2.205533599853333,2.2384535471583336,0.012773584951345784,2.2512299940308886,0.005537036532568477,0.0011780366443095212,0.00731162177244471,0.0003894585223415979,0.01270497639999979,-0.011988067626666599,0.003409375109699973,2.8843349888892553e-05,0.018922424316667463,-0.014941660563333237,0.0041130504222532446,8.0,0.011896292368750117,3.9710837407332047,9.0,0.9636457081042071,0.008860570721355432,0.034556647406888796,0.0034374486930726722,3,0.02924648708977884,0.013842591331421192,0.004712146577238085
SN 004,F01,67,1.0936131795233337,1.1057046254466665,0.008945999479424012,1.105006773205111,0.0020451651267777995,0.00023072742270238458,0.0017784288182223218,-7.338195465564747e-05,0.002589289346667023,-0.003243128456666744,0.0012294447984349081,1.6784667972221298e-05,0.003929392499999684,-0.0035167694066668975,0.001615920737338674,7.0,0.004635474795714277,5.178037897914939,3.0,0.9906066404723312,0.008723505068367658,0.024599160088666583,0.0009741410581762589,1,0.0035568576364446436,0.003067747690166699,0.00046145484540476917
SN 004,F01,68,1.0750417073566667,1.0846080144233334,0.005929444715600221,1.082220891315111,0.0007473967254558799,-3.806068782141736e-05,-2.9805501777335763e-05,-4.6668564986222575e-05,0.003648122153333322,-0.003971227009999856,0.0012862272738484721,-8.70916577777973e-06,0.004925028483333094,-0.004597345990000168,0.001756004645713944,9.0,0.004455594663703661,6.649102190987053,13.0,0.9766211582463983,0.0051877052925076595,0.02040521409822227,0.0014545319289394564,1,-5.961100355467153e-05,0.00112109508818382,-7.612137564283472e-05
SN 018,F02,211,2.9750968933100004,2.9859617869033332,0.002828364819117891,2.985397932263111,0.004236245865951432,0.00022328876300002433,0.006670549180222363,5.223928404958993e-05,0.009672292073334088,-0.01603495279999967,0.003056277890923097,4.374398124999586e-05,0.022371419269999304,-0.014458211266666687,0.004463990331291095,24.0,0.004569106631666708,2.704800077630377,39.0,0.40904592715787486,0.0006793096408267068,0.0030937364362224606,0.0009764745644400747,2,0.020011647540667088,0.008472491731902863,0.000669866289000073
SN 011,F03,80,3.3092689514133338,3.323992156981667,0.004370201089256953,3.3238387891964445,0.004791000959492493,0.0009512383596904729,0.002768215603555557,4.8752461597794815e-05,0.005194091796666633,-0.0050811767600000834,0.0019293720219119507,-1.075532702777456e-05,0.007058461509999336,-0.0057810465533330024,0.0025638282083165873,20.0,0.0037437820436666326,3.5280888704392956,19.0,0.9029832147491438,0.002454000006791916,0.009836917453555305,0.001837938413144667,3,0.011072862414222229,0.011977502398731233,0.0038049534387618916
SN 001,F01,13,1.1856332143133337,1.1968798319483334,0.006889291434598892,1.1963265652108888,0.0040825474841735794,-0.000791431154547621,-0.006579962837555353,-6.57042196143251e-05,0.009746424356666727,-0.006042607626666419,0.002167765742724338,2.076572841666809e-05,0.008597946166666759,-0.012187194823333636,0.002436914301021134,10.0,0.008135515848333363,7.708604275678809,9.0,0.9507072233505142,0.005808476539029933,0.01733622233022225,0.0018823423772827285,1,-0.013159925675110706,0.00612382122626037,-0.001582862309095242
SN 033,N01,42,2.38382314046,2.3858666737866665,0.0007839269736073081,2.385318179658667,0.0008261232959107131,0.00011231104529761787,0.0009504360613332707,-1.6429470275479797e-05,0.0018826802566667133,-0.002572377523332836,0.0009077325661671675,1.1388990611112723e-05,0.004251352946665676,-0.003393300373334185,0.0015106413897288274,32.0,0.0012564579644791518,1.7629192753250889,52.0,0.3064357559148873,0.00037285401920060393,0.001353556315999871,0.00010941258919840163,0,0.0009504360613332707,0.0008261232959107131,0.00011231104529761787
SN 033,N01,415,2.368193033333333,2.3940174,0.005408423570975246,2.393900551111111,0.0007897811026739534,2.261416666664573e-05,0.0007847822222224465,0.0001246699724517923,0.03378219999999965,-0.018819933333333427,0.004777218791154841,9.419750000000023e-05,0.019178233333333683,-0.041893766666665666,0.005745044812449433,9.0,0.008513240740740644,2.761229799887146,65.0,0.6015459486313907,0.0008493222293317911,0.005573902222222316,0.0026852132020859266,0,0.0007847822222224465,0.0007897811026739534,2.261416666664573e-05
SN 014,F02,120,3.223980967203333,3.2356257120766667,0.0030318200014449056,3.2337059868693334,0.002791950806782228,0.000274739038428573,0.003020392523999771,-3.6927950964212524e-06,0.01569010416666705,-0.012419382730000095,0.003922396859223179,3.149668374999859e-05,0.021277109780000192,-0.026305135090000764,0.005977826997087339,26.0,0.005468172904358961,2.225305838048678,52.0,0.1682761505173691,0.000940860574488265,0.004313151041777985,0.0014405436635102555,2,0.009061177571999313,0.005583901613564456,0.000824217115285719
SN 020,F02,245,2.8323013305633333,2.835245259601667,0.0009768782541123202,2.834956308999111,0.0009286563905759198,-1.2446812202376073e-05,0.0003731282542220882,2.274106033060199e-06,0.0024981180800001113,-0.003728485106667012,0.0010409800519759,-1.0151333305556213e-05,0.0055524190266669216,-0.005399576820000362,0.0017373926572373589,31.0,0.001386137931397868,2.3555540669413797,39.0,0.43681722721669103,0.00045972447619379436,0.001966824002221923,0.0003914252850729743,2,0.0011193847626662645,0.0018573127811518397,-3.734043660712822e-05
SN 039,N01,159,2.8918604532866667,2.894308090208334,0.001058055793674289,2.893625352646222,0.0009482491694163606,-8.4511893059542e-05,-0.0010431586362220635,-2.877101424242127e-05,0.002777862549999899,-0.0034487406433330037,0.0012669921848963155,6.03993722218347e-07,0.006079610190000029,-0.0052151997866669575,0.002084684484899527,34.0,0.0016151428224510165,2.0814243081438075,49.0,0.2724957777345066,0.00043192681557755207,0.001658715141556133,0.0002123192730471337,0,-0.0010431586362220635,0.0009482491694163606,-8.4511893059542e-05
SN 064,F05,14,3.7637743631966663,3.795220947265,0.009772099650452594,3.790156656899111,0.00887694207136686,-0.0012543505713928497,-0.01016830444244432,-0.0001386258884572996,0.0204650878899999,-0.022504170733332884,0.008544586006408322,-4.6170552555550394e-05,0.034974416093334515,-0.04115626016999929,0.012192715668917746,22.0,0.016303599964242486,2.3672724122437017,33.0,0.6171171391007729,0.00454585296138,0.018469509548888485,0.002707404399180402,3,-0.04067321776977728,0.022192355178417153,-0.005017402285571399
SN 055,N01,525,3.1555587768533333,3.167018254596667,0.0035823756461744317,3.165012817381333,0.006355844460572573,-0.00042395092191666354,-0.00565333048466643,-0.00014360496162534237,0.012216695150000234,-0.0204406738266667,0.00457308455284256,2.0304785833332357e-05,0.01870015462333363,-0.032657368976666934,0.007069703497519689,34.0,0.005831819422058858,1.7408576038924337,61.0,0.1499280721461615,0.0005831075830974255,0.003486836751333655,0.0012077394245857138,0,-0.00565333048466643,0.006355844460572573,-0.00042395092191666354
SN 033,N01,45,2.384193929033333,2.3861911773666664,0.0006337113001227706,2.3859046766473337,0.0007229752956686364,3.142311463096688e-05,-0.00028990003733353475,-1.24045968319533e-05,0.0023450215666667162,-0.0023930867533334954,0.0008902925682198387,1.0153452555557625e-05,0.0038492838566663856,-0.0033604939800002676,0.0015046904174700023,35.0,0.0011255464098094922,1.963425194240427,65.0,0.008698743395715506,0.0002278879441586925,0.0009152221684445294,8.892713682221396e-05,0,-0.00028990003733353475,0.0007229752956686364,3.142311463096688e-05
SN 064,F05,9,3.8375272115066665,3.8587173461899997,0.006019924625562015,3.8575775824635556,0.003487557636860816,-0.00012715748380952573,0.003475630019777576,-1.2904815977988107e-06,0.021667734783333614,-0.021166992186666622,0.005656332893098634,2.2210015194453388e-05,0.03684463501333424,-0.02174224853333362,0.008430400739891293,26.0,0.008076653114102585,2.317078916073444,36.0,0.5615533980932133,0.003030903452616262,0.011950649685333659,0.002672172157492745,3,0.013902520079110303,0.008718894092152039,-0.0005086299352381029
SN 033,N01,36,2.3809399922666667,2.3843401590966664,0.0009385240521556472,2.384324035643111,0.0007519116433735165,-2.6543026976196972e-05,0.00031519572022231657,1.2652604683200712e-06,0.005313110353333261,-0.003247833253333443,0.001361968872128966,1.2830098500001459e-05,0.008560943606666704,-0.006715138756666406,0.002271556573500503,29.0,0.001954721034252806,2.3913404166570147,54.0,-0.04542798525206659,0.0002349042861526275,0.0009294128422223658,0.00018299498785968624,0,0.00031519572022231657,0.0007519116433735165,-2.6543026976196972e-05
SN 055,N01,529,3.12671991984,3.16673405965,0.00912642979983077,3.1688590664315557,0.0064023557544703475,0.00018891016644047336,-0.0050058661548888495,-3.85357985399424e-05,0.05238622029666651,-0.05328445434333284,0.013338333843835619,0.00038428624472222064,0.09418233235666618,-0.06663182575999915,0.021296718367065464,24.0,0.01827258004041667,2.1539886945267877,57.0,-0.059839483119902545,0.001021443264478521,0.00437945895733316,0.004206961451024125,0,-0.0050058661548888495,0.0064023557544703475,0.00018891016644047336
SN 046,N01,306,2.91216125488,2.9161833445216665,0.0019697324256149422,2.9156659613697777,0.0011033522802371938,-5.6400299059528825e-05,-0.0007937282997776407,-1.8239086997243444e-05,0.0074175516766668,-0.011165873209999955,0.002625389644973674,-6.263732911110746e-05,0.015559132893333327,-0.018583424886666755,0.004332498737986031,31.0,0.0034104213922580115,2.2570064445337716,49.0,0.1165702012620494,0.0005914800194832544,0.0024824354386665526,0.0005611018182924993,0,-0.0007937282997776407,0.0011033522802371938,-5.6400299059528825e-05
SN 059,F03,156,2.16001688639,2.2499497731516667,0.024812300030656553,2.266174146862667,0.008154290201315173,0.0014432062422023613,0.005142127143999531,0.0008927841817079871,0.01343790690000013,-0.008832804360000335,0.002916339828212204,9.598202194445923e-06,0.01657129923333356,-0.012281545003334227,0.0029732323508414463,5.0,0.010310363768666874,8.662981580100958,1.0,0.9934389088660739,0.01827814971310804,0.07398181491466671,0.003546445975932909,3,0.020568508575998123,0.020385725503287933,0.005772824968809445
SN 028,N01,394,3.3159512666666666,3.3239271666666665,0.0038421537380695695,3.3274215044444446,0.0012143300501693312,-9.100702380952745e-05,0.0006116622222220869,7.78176308539992e-05,0.004969033333333428,-0.004976400000000325,0.0019973491507452945,-1.3531666666673676e-05,0.006469999999999754,-0.007549300000000869,0.002946154248622018,27.0,0.0033459419753086327,2.0888406144583285,3.0,0.8642276255670863,0.0033778890341680887,0.00827630222222231,0.0006309595409996623,0,0.0006116622222220869,0.0012143300501693312,-9.100702380952745e-05
SN 029,F03,121,2.288921610513333,2.2987555185933335,0.0046682592360405145,2.2990681627046663,0.002852584144524589,-0.0005532110304285829,-0.0015116034613331664,-0.0001488467550137774,0.00655441284333369,-0.024442545573333252,0.0026609106736140667,0.00020456314086111002,0.02732391357333297,-0.007080078126667111,0.0031176708166556146,9.0,0.0058424207892592405,8.129698122073538,9.0,0.8307527964546386,0.003617893096395086,0.011440904404888652,0.0010293293400158953,3,-0.0060464138453326655,0.007131460361311472,-0.0022128441217143316
SN 012,F02,94,1.61901473999,1.6222672144566666,0.0009860238639062692,1.6219820404035554,0.0007330789379644067,-6.32876434523382e-06,-0.00023737589355543598,-4.714251212121139e-06,0.003414789836666765,-0.003451919553333571,0.0012529871657235689,-9.6490647777799e-06,0.00476888020666677,-0.004939015706666883,0.001981254840382641,33.0,0.001695594402020199,1.8625446384627904,57.0,0.19845578399106917,0.00037138392349750224,0.0013906266955552304,0.0003110900219399362,2,-0.0007121276806663079,0.0014661578759288135,-1.8986293035701462e-05
SN 019,F02,234,3.0072748819966666,3.0102970123283335,0.0011778729535157906,3.010178341333778,0.0010765860020818985,-7.074446833331217e-06,-0.0009495713971112707,-1.9136539173556528e-05,0.0040809631366665045,-0.005251057943333137,0.0015902085514064553,-1.6763474999977508e-06,0.006612904866666103,-0.009332021079999642,0.0026885988464136943,33.0,0.0021316528317172007,1.5560962803209757,59.0,0.08884706510591048,0.00031727566943906126,0.0013368225091112684,0.0002113400067447153,2,-0.002848714191333812,0.002153172004163797,-2.1223340499993652e-05
